"run_accession","biosample","bioproject","organism","taxid","instrument_model","platform","title"
"SRR9983632","SAMN12582182","PRJNA560329","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Binning of metagenomic reads from the P4 gut compartment of Termes hospes"
"SRR9984152","SAMN12581906","PRJNA560329","Bacteroidales bacterium",2030927,"Illumina HiSeq 2500","ILLUMINA","Binning of metagenomic reads from the P3 gut compartment of Labiotermes labralis"
"SRR9984140","SAMN12581952","PRJNA560329","Bacteroidales bacterium",2030927,"Illumina HiSeq 2500","ILLUMINA","Binning of metagenomic reads from the P3 gut compartment of Labiotermes labralis"
"SRR9984120","SAMN12582122","PRJNA560329","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Binning of metagenomic reads from the P3 gut compartment of Termes hospes"
"SRR10604393","SAMN13170310","PRJNA585613","Bacteroidales bacterium JGI_SA12_A05_047",2663734,"NextSeq 500","ILLUMINA","Bacteroidales bacterium JGI_SA12_A05_047"
"SRR11058195","SAMN14074463","PRJNA605696","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","The microbial community"
"SRR11058188","SAMN14074470","PRJNA605696","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","The microbial community"
"SRR11058187","SAMN14074471","PRJNA605696","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","The microbial community"
"SRR11058186","SAMN14074472","PRJNA605696","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","The microbial community"
"SRR11058185","SAMN14074455","PRJNA605696","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","The microbial community"
"SRR11058176","SAMN14074458","PRJNA605696","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","The microbial community"
"SRR11058174","SAMN14074460","PRJNA605696","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","The microbial community"
"DRR191659","SAMD00186179","PRJDB8805","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Illumina MiSeq paired end sequencing of SAMD00186179"
"ERR4413530","SAMEA7110392","PRJEB38681","uncultured Bacteroidales bacterium",194843,"HiSeq X Ten","ILLUMINA","HiSeq X Ten paired end sequencing; Raw reads: microbes_in_stratified_freshwaters_-_SAG_SB-2103-1078-F21_from_sample_ERS4600378"
"ERR4808471","SAMEA5925561","PRJEB18589","Bacteroidales bacterium",2030927,"HiSeq X Ten","ILLUMINA","HiSeq X Ten paired end sequencing"
"ERR4808473","SAMEA5925563","PRJEB18589","Bacteroidales bacterium",2030927,"HiSeq X Ten","ILLUMINA","HiSeq X Ten paired end sequencing"
"ERR4808474","SAMEA5925564","PRJEB18589","Bacteroidales bacterium",2030927,"HiSeq X Ten","ILLUMINA","HiSeq X Ten paired end sequencing"
"SRR13592875","SAMN17601552","PRJNA692334","Bacteroidales bacterium",2030927,"HiSeq X Ten","ILLUMINA","single-cell amplified genome 37 of human gut 3"
"SRR13592853","SAMN17601572","PRJNA692334","Bacteroidales bacterium",2030927,"HiSeq X Ten","ILLUMINA","single-cell amplified genome 57 of human gut 3"
"SRR13592809","SAMN17601586","PRJNA692334","Bacteroidales bacterium",2030927,"HiSeq X Ten","ILLUMINA","single-cell amplified genome 71 of human gut 3"
"SRR13592651","SAMN17601526","PRJNA692334","Bacteroidales bacterium",2030927,"HiSeq X Ten","ILLUMINA","single-cell amplified genome 11 of human gut 3"
"DRR203653","SAMD00200115","PRJDB8991","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Illumina MiSeq paired end sequencing of SAMD00200115"
"DRR203654","SAMD00200116","PRJDB8991","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Illumina MiSeq paired end sequencing of SAMD00200116"
"SRR18214639","SAMN25001656","PRJNA797241","Bacteroidales bacterium",2030927,"Illumina NovaSeq 6000","ILLUMINA","peat Metagenome-assembled Genome"
"SRR18214637","SAMN25001658","PRJNA797241","Bacteroidales bacterium",2030927,"Illumina NovaSeq 6000","ILLUMINA","peat Metagenome-assembled Genome"
"SRR18214633","SAMN25001662","PRJNA797241","Bacteroidales bacterium",2030927,"Illumina NovaSeq 6000","ILLUMINA","peat Metagenome-assembled Genome"
"SRR18214629","SAMN25001665","PRJNA797241","Bacteroidales bacterium",2030927,"Illumina NovaSeq 6000","ILLUMINA","peat Metagenome-assembled Genome"
"SRR18214627","SAMN25001666","PRJNA797241","Bacteroidales bacterium",2030927,"Illumina NovaSeq 6000","ILLUMINA","peat Metagenome-assembled Genome"
"SRR18214567","SAMN25001667","PRJNA797241","Bacteroidales bacterium",2030927,"Illumina NovaSeq 6000","ILLUMINA","peat Metagenome-assembled Genome"
"SRR18214564","SAMN25001670","PRJNA797241","Bacteroidales bacterium",2030927,"Illumina NovaSeq 6000","ILLUMINA","peat Metagenome-assembled Genome"
"SRR18214563","SAMN25001671","PRJNA797241","Bacteroidales bacterium",2030927,"Illumina NovaSeq 6000","ILLUMINA","peat Metagenome-assembled Genome"
"SRR22220626","SAMN31609842","PRJNA898368","Bacteroidales bacterium",2030927,"NextSeq 1000","ILLUMINA","DNA-Seq of Sediment"
"SRR22220611","SAMN31609855","PRJNA898368","Bacteroidales bacterium",2030927,"Illumina NovaSeq 6000","ILLUMINA","DNA-Seq of Sediment"
"SRR22220609","SAMN31609857","PRJNA898368","Bacteroidales bacterium",2030927,"Illumina NovaSeq 6000","ILLUMINA","DNA-Seq of Sediment"
"SRR22220588","SAMN31609784","PRJNA898368","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","DNA-Seq of Sediment"
"SRR22220545","SAMN31609751","PRJNA898368","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","DNA-Seq of Sediment"
"SRR22220540","SAMN31609755","PRJNA898368","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","DNA-Seq of Sediment"
"SRR22220539","SAMN31609756","PRJNA898368","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","DNA-Seq of Sediment"
"SRR22220535","SAMN31609760","PRJNA898368","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","DNA-Seq of Sediment"
"SRR22220524","SAMN31609806","PRJNA898368","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","DNA-Seq of Sediment"
"SRR22284295","SAMN31663837","PRJNA898368","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","DNA-Seq of Sediment"
"SRR22329596","SAMN31779966","PRJNA902948","Bacteroidales bacterium",2030927,"Illumina NovaSeq 6000","ILLUMINA","soil sample"
"SRR25794934","SAMN37190851","PRJNA1010507","Bacteroidales bacterium",2030927,"Illumina NovaSeq 6000","ILLUMINA","24S Rrna-seqk__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales:C57BL/6J HFD mice feces"
"SRR27111657","SAMN38605713","PRJNA900714","Bacteroidales bacterium",2030927,"Illumina NovaSeq 6000","ILLUMINA","metagenome-assembled genome"
"SRR27111631","SAMN38605834","PRJNA900714","Bacteroidales bacterium",2030927,"Illumina NovaSeq 6000","ILLUMINA","metagenome-assembled genome"
"SRR27111598","SAMN38605773","PRJNA900714","Bacteroidales bacterium",2030927,"Illumina NovaSeq 6000","ILLUMINA","metagenome-assembled genome"
"SRR27111596","SAMN38605775","PRJNA900714","Bacteroidales bacterium",2030927,"Illumina NovaSeq 6000","ILLUMINA","metagenome-assembled genome"
"SRR27111521","SAMN38605731","PRJNA900714","Bacteroidales bacterium",2030927,"Illumina NovaSeq 6000","ILLUMINA","metagenome-assembled genome"
"SRR27111480","SAMN38605938","PRJNA900714","Bacteroidales bacterium",2030927,"Illumina NovaSeq 6000","ILLUMINA","metagenome-assembled genome"
"SRR27111469","SAMN38605948","PRJNA900714","Bacteroidales bacterium",2030927,"Illumina NovaSeq 6000","ILLUMINA","metagenome-assembled genome"
"SRR27111422","SAMN38605991","PRJNA900714","Bacteroidales bacterium",2030927,"Illumina NovaSeq 6000","ILLUMINA","metagenome-assembled genome"
"SRR27111367","SAMN38605787","PRJNA900714","Bacteroidales bacterium",2030927,"Illumina NovaSeq 6000","ILLUMINA","metagenome-assembled genome"
"SRR27371499","SAMN38510710","PRJNA1046573","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.1.587"
"SRR27371498","SAMN38510800","PRJNA1046573","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.14.598"
"SRR27371482","SAMN38510815","PRJNA1046573","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.15.604"
"SRR27371477","SAMN38510712","PRJNA1046573","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.1.589"
"SRR27371476","SAMN38510820","PRJNA1046573","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.16.592"
"SRR27371451","SAMN38510754","PRJNA1046573","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.11.597"
"SRR27371449","SAMN38510756","PRJNA1046573","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.11.607"
"SRR27371429","SAMN38510774","PRJNA1046573","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.12.609"
"SRR27371421","SAMN38510781","PRJNA1046573","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.13.576"
"SRR27371420","SAMN38510782","PRJNA1046573","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.13.583"
"SRR27371408","SAMN38510846","PRJNA1046573","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.18.606"
"SRR27371404","SAMN38510715","PRJNA1046573","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.1.593"
"SRR27371398","SAMN38510855","PRJNA1046573","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.19.603"
"SRR27371394","SAMN38510859","PRJNA1046573","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.2.571"
"SRR27371386","SAMN38510866","PRJNA1046573","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.2.584"
"SRR27371378","SAMN38510873","PRJNA1046573","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.2.597"
"SRR27371338","SAMN38510945","PRJNA1046573","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.3.578"
"SRR27371334","SAMN38510788","PRJNA1046573","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.13.598"
"SRR27371325","SAMN38510796","PRJNA1046573","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.14.583"
"SRR27371315","SAMN38510880","PRJNA1046573","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.2.606"
"SRR27371312","SAMN38510883","PRJNA1046573","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.2.610"
"SRR27371291","SAMN38510901","PRJNA1046573","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.21.598"
"SRR27371285","SAMN38510907","PRJNA1046573","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.22.576"
"SRR27371269","SAMN38510994","PRJNA1046573","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.5.587"
"SRR5326672","SAMN06454912","PRJNA348753","Bacteroidales bacterium UBA4930",1950599,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA4930"
"SRR5326678","SAMN06454915","PRJNA348753","Bacteroidales bacterium UBA4935",1950600,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA4935"
"SRR5326694","SAMN06453017","PRJNA348753","Bacteroidales bacterium UBA4912",1950598,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA4912"
"SRR5326716","SAMN06456287","PRJNA348753","Bacteroidales bacterium UBA4893",1950597,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA4893"
"SRR5326731","SAMN06450879","PRJNA348753","Bacteroidales bacterium UBA4989",1950601,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA4989"
"SRR5326765","SAMN06452530","PRJNA348753","Bacteroidales bacterium UBA5403",1950629,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA5403"
"SRR5326767","SAMN06453544","PRJNA348753","Bacteroidales bacterium UBA5405",1950630,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA5405"
"SRR5326795","SAMN06456062","PRJNA348753","Bacteroidales bacterium UBA5433",1950632,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA5433"
"SRR5326807","SAMN06453070","PRJNA348753","Bacteroidales bacterium UBA5445",1950633,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA5445"
"SRR5326822","SAMN06453602","PRJNA348753","Bacteroidales bacterium UBA5458",1950634,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA5458"
"SRR5326825","SAMN06451295","PRJNA348753","Bacteroidales bacterium UBA5429",1950631,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA5429"
"SRR5326834","SAMN06457190","PRJNA348753","Bacteroidales bacterium UBA5381",1950627,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA5381"
"SRR5326835","SAMN06451576","PRJNA348753","Bacteroidales bacterium UBA5371",1950626,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA5371"
"SRR5326836","SAMN06457193","PRJNA348753","Bacteroidales bacterium UBA5382",1950628,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA5382"
"SRR29285185","SAMN41635507","PRJNA1119029","Segatella buccae",28126,"Illumina NovaSeq 6000","ILLUMINA","WGS of bacterial isolate culture"
"SRR116382","SAMN00216833","PRJNA51491","Segatella buccae ATCC 33574",873513,"454 GS FLX Titanium","LS454","454 Sequencing of Prevotella buccae ATCC 33574 HMP0168 Paired-End Library"
"SRR022547","SAMN00103205","PRJNA38737","Segatella buccae D17",575611,"454 GS FLX","LS454","Human Microbiome Jumpstart Project"
"SRR022548","SAMN00103205","PRJNA38737","Segatella buccae D17",575611,"454 GS FLX","LS454","Human Microbiome Jumpstart Project"
"SRR1655399","SAMN03197167","PRJNA267549","Segatella buccae",28126,"Illumina HiSeq 2000","ILLUMINA","Whole genome seq of Prevotella denticola clinical isolate: Sample 1205_PDEN"
"SRR138299","SAMN00103205","PRJNA38737","Segatella buccae D17",575611,"454 GS FLX","LS454","Human Microbiome Jumpstart Project"
"ERR2246655","SAMEA104224811","PRJEB6403","Segatella buccae",28126,"PacBio RS","PACBIO_SMRT","PacBio RS sequencing"
"SRR7527438","SAMN09658074","PRJNA481120","Segatella buccae",28126,"Illumina HiSeq 2000","ILLUMINA","Single cell sequencing of microbial genomes from mouse stool"
"SRR7527489","SAMN09658275","PRJNA481120","Segatella buccae",28126,"Illumina HiSeq 2000","ILLUMINA","Single cell sequencing of microbial genomes from mouse stool"
"SRR7527480","SAMN09658423","PRJNA481120","Segatella buccae",28126,"Illumina HiSeq 2000","ILLUMINA","Single cell sequencing of microbial genomes from mouse stool"
"SRR14936375","SAMN19926200","PRJNA742126","Segatella buccae",28126,"NextSeq 500","ILLUMINA","WGS of Prevotella strains isolated from chronic lung disease"
"SRR15171194","SAMN20222703","PRJNA746600","Segatella buccae",28126,"Illumina NovaSeq 6000","ILLUMINA","WGS of Prevotella-buccae-D17 library1 using ILLUMINA"
"SRR15171193","SAMN20222703","PRJNA746600","Segatella buccae",28126,"Illumina NovaSeq 6000","ILLUMINA","WGS of Prevotella-buccae-D17 library2 using ILLUMINA"
"SRR16498947","SAMN22308399","PRJNA771396","Segatella buccae",28126,"MGISEQ-2000RS","BGISEQ","case 25 peri-pancreatic specimen"
"SRR24651288","SAMN34894976","PRJNA885826","Segatella buccae",28126,"NextSeq 550","ILLUMINA","Paired end Illumina sequencing of genomic DNA from Prevotella-buccae-D17"
"SRR24651287","SAMN34894976","PRJNA885826","Segatella buccae",28126,"MinION","OXFORD_NANOPORE","PCR free Oxford Nanopore sequencing of genomic DNA from Prevotella-buccae-D17"
"SRR5326279","SAMN06454371","PRJNA348753","Bacteroidales bacterium UBA4690",1950588,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA4690"
"SRR5326407","SAMN06451140","PRJNA348753","Bacteroidales bacterium UBA1556",1950411,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA1556"
"SRR5326449","SAMN06453854","PRJNA348753","Bacteroidales bacterium UBA5308",1950620,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA5308"
"SRR5326455","SAMN06453600","PRJNA348753","Bacteroidales bacterium UBA5320",1950621,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA5320"
"SRR5326461","SAMN06453594","PRJNA348753","Bacteroidales bacterium UBA5326",1950622,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA5326"
"SRR5326477","SAMN06450921","PRJNA348753","Bacteroidales bacterium UBA5226",1950607,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA5226"
"SRR5326485","SAMN06453802","PRJNA348753","Bacteroidales bacterium UBA5233",1950608,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA5233"
"SRR5326487","SAMN06454985","PRJNA348753","Bacteroidales bacterium UBA5219",1950606,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA5219"
"SRR5326488","SAMN06453789","PRJNA348753","Bacteroidales bacterium UBA5235",1950609,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA5235"
"SRR5326859","SAMN06451883","PRJNA348753","Bacteroidales bacterium UBA5351",1950625,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA5351"
"SRR5326889","SAMN06451594","PRJNA348753","Bacteroidales bacterium UBA5487",1950640,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA5487"
"SRR5326894","SAMN06456603","PRJNA348753","Bacteroidales bacterium UBA5479",1950639,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA5479"
"SRR5326905","SAMN06457450","PRJNA348753","Bacteroidales bacterium UBA5501",1950641,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA5501"
"SRR5326909","SAMN06457444","PRJNA348753","Bacteroidales bacterium UBA5507",1950642,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA5507"
"SRR5326910","SAMN06457453","PRJNA348753","Bacteroidales bacterium UBA5508",1950643,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA5508"
"SRR5326917","SAMN06454901","PRJNA348753","Bacteroidales bacterium UBA5515",1950644,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA5515"
"SRR5326922","SAMN06452767","PRJNA348753","Bacteroidales bacterium UBA5464",1950635,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA5464"
"SRR5326924","SAMN06452769","PRJNA348753","Bacteroidales bacterium UBA5466",1950636,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA5466"
"SRR5326928","SAMN06452762","PRJNA348753","Bacteroidales bacterium UBA5469",1950637,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA5469"
"SRR5326935","SAMN06453322","PRJNA348753","Bacteroidales bacterium UBA5476",1950638,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA5476"
"SRR5326946","SAMN06454386","PRJNA348753","Bacteroidales bacterium UBA5342",1950623,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA5342"
"SRR5327174","SAMN06457463","PRJNA348753","Bacteroidales bacterium UBA4459",1950578,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UBA4459"
"SRR5329916","SAMN06453438","PRJNA348753","Bacteroidales bacterium UBA4116",1950538,"Illumina MiSeq","ILLUMINA","Bacteroidales bacterium UBA4116"
"SRR5450876","SAMN06298215","PRJNA370732","Bacteroidales bacterium WCE2008",1945891,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium WCE2008"
"SRR5450896","SAMN06298214","PRJNA370731","Bacteroidales bacterium WCE2004",1945890,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium WCE2004"
"SRR5947239","SAMN07501344","PRJNA363903","Bacteroidales bacterium JGI 000176CP_H02",2012686,"NextSeq 500","ILLUMINA","Bacteroidales bacterium JGI 000176CP_H02"
"SRR5947278","SAMN07501451","PRJNA368265","Bacteroidales bacterium JGI 000170CP_C08",2012685,"NextSeq 500","ILLUMINA","Bacteroidales bacterium JGI 000170CP_C08"
"SRR6482144","SAMN08018076","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA12481 genome recovered from SRX764834"
"SRR6482142","SAMN08018075","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA12486 genome recovered from SRX764834"
"SRR6482373","SAMN08018773","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA10519 genome recovered from SRX559915"
"SRR6482204","SAMN08019653","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA9821 genome recovered from SRX290719"
"SRR6482680","SAMN08017522","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA10587 genome recovered from SRX691276"
"SRR6482589","SAMN08018767","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA9992 genome recovered from SRX764827"
"SRR6482545","SAMN08018753","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA10428 genome recovered from SRX332175"
"SRR6483104","SAMN08019631","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA10805 genome recovered from SRX118535"
"SRR6482966","SAMN08019109","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA10179 genome recovered from SRX764704"
"SRR6482943","SAMN08018995","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA10566 genome recovered from SRX691270"
"SRR6485819","SAMN08020221","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA8198 genome recovered from SRX371701"
"SRR6485805","SAMN08020478","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA8529 genome recovered from SRX329136"
"SRR6485735","SAMN08018401","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA8916 genome recovered from SRX327722"
"SRR6486099","SAMN08018627","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA8908 genome recovered from SRX327722"
"SRR6486012","SAMN08018044","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA8507 genome recovered from SRX329136"
"SRR6485970","SAMN08017851","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA7931 genome recovered from SRX997544"
"SRR6485935","SAMN08019472","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA9300 genome recovered from SRX559946"
"SRR6486375","SAMN08019813","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA8202 genome recovered from SRX371701"
"SRR6486366","SAMN08017944","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA8399 genome recovered from SRX319065"
"SRR6486313","SAMN08018455","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 1000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA7960 genome recovered from SRX748866"
"SRR6486301","SAMN08018959","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA8389 genome recovered from ERX250271"
"SRR6486418","SAMN08018306","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA9080 genome recovered from ERX923321"
"SRR6487535","SAMN08019437","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA12398 genome recovered from SRX764832"
"SRR6487367","SAMN08018507","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA12261 genome recovered from SRX120901"
"SRR6487836","SAMN08017903","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA12496 genome recovered from SRX764834"
"SRR6487830","SAMN08019503","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina Genome Analyzer IIx","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA12170 genome recovered from SRX149542"
"SRR6487689","SAMN08018732","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA12450 genome recovered from SRX764834"
"SRR6487617","SAMN08018297","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA11805 genome recovered from SRX545991"
"SRR6488080","SAMN08019502","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina Genome Analyzer IIx","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA12171 genome recovered from SRX149542"
"SRR6488075","SAMN08019396","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA12456 genome recovered from SRX764834"
"SRR6488062","SAMN08019884","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA11183 genome recovered from SRX210886"
"SRR6487881","SAMN08020489","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2500","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA11246 genome recovered from SRX834664"
