,sequence_id,spacer_host,phage_id,pidenty,algn_length,mismatch,phagestart,phageend,phage_len,evalue,bitscore,phage_cg,phage_taxonomy,phage_completeness,phage_host,phage_lifestyle,phage_source,spacerhost,pident,phagelength,phagecg,phagetaxonomy,completeness,phagehost,lifestyle,phagesource
290,84cfeff5-15b8-4b80-9054-effde718f23d,,OTU_841,,30,1,50689,50660,,7.11e-05,52.0,,,,,,,Segatella buccae,96.667,56445.0,46.98024625741873,Bertilviridae,Medium-quality,Prevotella,virulent,IGVD
291,56f1a2ce-07d7-4026-b96c-df8c2bd5f202,,MGV-GENOME-0212506,,30,0,17839,17868,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,30191.0,51.37623795170746,Caudovirales,Medium-quality,Prevotella,virulent,MGV
292,56f1a2ce-07d7-4026-b96c-df8c2bd5f202,,Ma_2019_SRR413756_NODE_446_length_27293_cov_2.788788,,30,0,17839,17868,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,27293.0,50.595390759535405,Caudovirales,Medium-quality,Bacteroidaceae,virulent,GVD
293,56f1a2ce-07d7-4026-b96c-df8c2bd5f202,,uvig_324993,,30,0,17839,17868,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,27293.0,50.58806287326421,Caudovirales,Medium-quality,Prevotella copri,virulent,GPD
294,56f1a2ce-07d7-4026-b96c-df8c2bd5f202,,SAMN00792101_a1_ct5513_vs1,,30,0,402,373,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,13079.0,50.92132426026454,Myoviridae,Low-quality,Prevotella,virulent,CHVD
295,d8b71efb-33fc-41d2-903a-64c6448be62d,,OTU_4838,,30,0,22318,22289,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,23961.0,50.911898501731976,Zeniaviridae,Medium-quality,Prevotella,temperate,IGVD
296,d8b71efb-33fc-41d2-903a-64c6448be62d,,Ma_2019_SRR413635_NODE_3103_length_5644_cov_1.752729,,29,0,1488,1516,,1.15e-06,58.0,,,,,,,Segatella buccae,100.0,5644.0,44.011339475549256,Caudovirales,Not-determined,Bacillus velezensis,virulent,GVD
297,d8b71efb-33fc-41d2-903a-64c6448be62d,,OTU_6103,,30,1,16947,16918,,7.11e-05,52.0,,,,,,,Segatella buccae,96.667,18590.0,53.37816030123722,Zeniaviridae,Low-quality,Prevotella,temperate,IGVD
298,d8b71efb-33fc-41d2-903a-64c6448be62d,,SAMN05827107_a1_ct9711_vs1,,30,1,19129,19100,,7.11e-05,52.0,,,,,,,Segatella buccae,96.667,20765.0,52.92559595473152,Siphoviridae,Low-quality,Prevotella,temperate,CHVD
299,2727568d-29af-4d4f-9a49-94446c128c66,,uvig_533811,,30,0,2818,2789,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,26283.0,39.29536202107826,Caudovirales,High-quality,Parabacteroides distasonis,virulent,GPD
300,2727568d-29af-4d4f-9a49-94446c128c66,,MGV-GENOME-0128210,,30,0,13173,13202,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,15941.0,39.71519979925977,Caudovirales,Medium-quality,Prevotella,virulent,MGV
301,2727568d-29af-4d4f-9a49-94446c128c66,,IMGVR_UViG_3300039340_000067|3300039340|Ga0169801_00281|22292-53535,,30,0,26988,27017,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,31244.0,39.23633337600819,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
302,2727568d-29af-4d4f-9a49-94446c128c66,,SAMEA2580213_a1_ct11143_vs1,,30,0,4268,4239,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,32550.0,39.61904761904762,Myoviridae,High-quality,Prevotella,temperate,CHVD
303,e449e70f-f9ef-4009-9b8c-9146075785e6,,OTU_841,,29,0,51905,51877,,1.15e-06,58.0,,,,,,,Segatella buccae,100.0,56445.0,46.98024625741873,Bertilviridae,Medium-quality,Prevotella,virulent,IGVD
304,1c578f97-6701-4fc0-8d0c-77298db198e9,,MGV-GENOME-0303693,,30,0,1330,1301,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,47752.0,51.10990115597252,Caudovirales,Medium-quality,Prevotella,temperate,MGV
305,1c578f97-6701-4fc0-8d0c-77298db198e9,,MGV-GENOME-0212506,,29,1,1582,1554,,0.000281,50.1,,,,,,,Segatella buccae,96.552,30191.0,51.37623795170746,Caudovirales,Medium-quality,Prevotella,virulent,MGV
306,1c578f97-6701-4fc0-8d0c-77298db198e9,,Ma_2019_SRR413756_NODE_446_length_27293_cov_2.788788,,29,1,1582,1554,,0.000281,50.1,,,,,,,Segatella buccae,96.552,27293.0,50.595390759535405,Caudovirales,Medium-quality,Bacteroidaceae,virulent,GVD
307,1c578f97-6701-4fc0-8d0c-77298db198e9,,uvig_324993,,29,1,1582,1554,,0.000281,50.1,,,,,,,Segatella buccae,96.552,27293.0,50.58806287326421,Caudovirales,Medium-quality,Prevotella copri,virulent,GPD
308,e5bb12c0-98f1-46ae-9e80-f4ac5fa9b615,,SAMEA2579955_b1_ct2_vs5,,30,0,47933,47904,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,51350.0,50.6952288218111,Siphoviridae,High-quality,Prevotella,temperate,CHVD
309,e5bb12c0-98f1-46ae-9e80-f4ac5fa9b615,,MGV-GENOME-0250011,,30,0,2349,2378,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,36742.0,51.24652985683959,Caudovirales,Medium-quality,Prevotella,temperate,MGV
310,e5bb12c0-98f1-46ae-9e80-f4ac5fa9b615,,Ma_2019_SRR413635_NODE_3103_length_5644_cov_1.752729,,30,0,2070,2099,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,5644.0,44.011339475549256,Caudovirales,Not-determined,Bacillus velezensis,virulent,GVD
311,ba28e277-2988-4487-b39b-f24d563d74a8,,IMGVR_UViG_3300028833_000004|3300028833|Ga0247610_10000074,,30,1,56920,56891,,7.11e-05,52.0,,,,,,,Segatella buccae,96.667,158651.0,31.56109952033079,Caudoviricetes,Complete,Cryptobacteroides,virulent,IMG_VR
312,20739806-271f-4a9b-91f8-1e6b943d3ee0,,IMGVR_UViG_3300045988_140237|3300045988|Ga0495776_169296,,30,0,34095,34066,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,55557.0,45.8988066310276,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
313,20739806-271f-4a9b-91f8-1e6b943d3ee0,,MGV-GENOME-0329672,,30,0,34095,34066,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,55557.0,45.8988066310276,Caudovirales,High-quality,Prevotella,virulent,MGV
