operon_id,subtype,subtype_score,operon_length,n_crispr,n_spacers,n_tracr,n_cas,n_genes,evalue,gene_name
ERZ15610555@100,VI,VI,7218,1,8,0,4,5,0.0,Cas13b
ERZ15610562@228,VI,VI,6962,1,9,0,3,4,0.0,Cas13b
ERZ15610565@196,VI,VI,8447,1,6,0,3,6,0.0,Cas13b
ERZ15610565@296,VI,VI,6396,1,9,0,3,3,0.0,Cas13b
ERZ15610565@331,VI,VI,5165,1,8,0,2,3,0.0,Cas13b
ERZ15610567@519,VI,VI,9573,1,7,0,4,6,0.0,Cas13b
ERZ15610567@665,VI,VI,7652,1,17,0,3,4,0.0,Cas13b
ERZ15610568@357,VI,VI,6858,1,14,0,3,4,0.0,Cas13b
ERZ15610568@406,VI,VI,6729,1,10,0,2,4,0.0,Cas13b
ERZ15610574@177,VI,VI,7299,1,14,0,2,3,0.0,Cas13b
ERZ15610581@360,VI,VI,7310,1,14,0,3,4,0.0,Cas13b
ERZ15610583@409,VI,VI,4558,1,7,0,2,2,0.0,Cas13b
ERZ1573380@1,VI,VI,4930,1,14,0,1,1,0.0,Cas13b
ERZ1583860@10,VI,VI,4555,1,11,0,1,2,0.0,Cas13b
ERZ1583861@6,VI,VI,4555,1,11,0,1,2,0.0,Cas13b
ERZ1584477@10,VI,VI,4417,1,8,0,1,3,0.0,Cas13b
ERZ1584519@10,VI,VI,4417,1,8,0,1,3,0.0,Cas13b
ERZ1590106@3,VI,VI,6782,1,6,0,3,3,0.0,Cas13b
ERZ1593430@3,VI,VI,4747,1,13,0,1,3,0.0,Cas13b
ERZ1593450@6,VI,VI,4747,1,13,0,1,3,0.0,Cas13b
ERZ1594219@4,VI,VI,9894,1,10,0,4,7,0.0,Cas13b
ERZ1600958@6,VI,VI,5204,1,20,0,1,3,0.0,Cas13b
ERZ1611970@17,VI,VI,4901,1,4,0,2,2,0.0,Cas13b
ERZ1611970@4,VI,VI,4210,1,10,0,1,1,0.0,Cas13b
ERZ1621403@5,VI,VI,4746,1,13,0,1,3,0.0,Cas13b
ERZ1632215@8,VI,VI,9383,1,11,0,4,5,0.0,Cas13b
ERZ1633189@5,VI,VI,4747,1,13,0,1,3,0.0,Cas13b
ERZ1633399@5,VI,VI,4747,1,13,0,1,3,0.0,Cas13b
ERZ1642085@12,VI,VI,4746,1,13,0,1,3,0.0,Cas13b
ERZ1643211@680,VI,VI,4001,1,8,0,1,1,0.0,Cas13b
ERZ1667810@10,VI,VI,5761,1,8,0,3,3,0.0,Cas13b
ERZ1667811@217,VI,VI,8577,1,23,0,3,5,0.0,Cas13b
ERZ1667811@8,VI,VI,12523,1,11,0,5,8,0.0,Cas13b
ERZ1667812@159,VI,VI,5814,1,5,0,2,3,0.0,Cas13b
ERZ1667812@251,VI,VI,10394,1,48,0,2,2,0.0,Cas13b
ERZ1667812@306,VI,VI,10416,1,22,0,4,4,0.0,Cas13b
ERZ1667813@412,VI,VI,12641,1,18,0,4,5,0.0,Cas13b
ERZ1667813@412,VI,VI,12641,1,18,0,4,5,0.0,Cas13b
ERZ1667814@443,VI,VI,8966,1,3,0,3,5,0.0,Cas13b
ERZ1667815@738,VI,VI,10071,1,20,0,4,5,0.0,Cas13b
ERZ1667816@13,VI,VI,7881,1,20,0,4,5,0.0,Cas13b
ERZ1667818@211,VI,VI,5554,1,8,0,2,3,0.0,Cas13b
ERZ1667818@51,VI,VI,9370,1,6,0,3,6,0.0,Cas13b
ERZ1667838@10,VI,VI,5761,1,8,0,3,3,0.0,Cas13b
ERZ1667839@443,VI,VI,8966,1,3,0,3,5,0.0,Cas13b
ERZ1667840@159,VI,VI,5814,1,5,0,2,3,0.0,Cas13b
ERZ1667840@251,VI,VI,10394,1,48,0,2,2,0.0,Cas13b
ERZ1667840@306,VI,VI,10416,1,22,0,4,4,0.0,Cas13b
ERZ1667841@217,VI,VI,8577,1,23,0,3,5,0.0,Cas13b
ERZ1667841@8,VI,VI,12523,1,11,0,5,8,0.0,Cas13b
ERZ1667842@13,VI,VI,7881,1,20,0,4,5,0.0,Cas13b
ERZ1667843@738,VI,VI,10071,1,20,0,4,5,0.0,Cas13b
ERZ1667844@412,VI,VI,12641,1,18,0,4,5,0.0,Cas13b
ERZ1667844@412,VI,VI,12641,1,18,0,4,5,0.0,Cas13b
ERZ1667846@211,VI,VI,5554,1,8,0,2,3,0.0,Cas13b
ERZ1667846@51,VI,VI,9370,1,6,0,3,6,0.0,Cas13b
ERZ1667847@1191,VI,VI,5511,1,5,0,2,3,0.0,Cas13b
ERZ1667847@1229,VI,VI,7670,1,10,0,3,5,0.0,Cas13b
ERZ1667847@412,VI,VI,9275,1,9,0,4,5,0.0,Cas13b
ERZ1667847@661,VI,VI,5554,1,8,0,2,3,0.0,Cas13b
ERZ1667847@780,VI,VI,10393,1,48,0,2,2,0.0,Cas13b
ERZ1667847@809,VI,VI,8968,1,3,0,3,5,0.0,Cas13b
ERZ1674045@19,VI,VI,4294,1,5,0,1,2,0.0,Cas13b
ERZ1674101@52,VI,VI,4394,1,6,0,1,2,0.0,Cas13b
ERZ1674152@36,VI,VI,3648,1,5,0,1,1,0.0,Cas13b
ERZ1674226@50,VI,VI,4222,1,4,0,1,2,0.0,Cas13b
ERZ1674228@52,VI,VI,4222,1,4,0,1,2,0.0,Cas13b
ERZ1674239@19,VI,VI,3778,1,7,0,1,1,0.0,Cas13b
ERZ1674308@52,VI,VI,4394,1,6,0,1,2,0.0,Cas13b
ERZ1687457@99,VI,VI,4747,1,13,0,1,3,0.0,Cas13b
ERZ1687463@79,VI,VI,4747,1,14,0,1,3,0.0,Cas13b
ERZ1687474@75,VI,VI,4822,1,14,0,1,2,0.0,Cas13b
ERZ1687510@43,VI,VI,4747,1,13,0,1,3,0.0,Cas13b
ERZ1687608@54,VI,VI,4747,1,13,0,1,3,0.0,Cas13b
ERZ1687627@81,VI,VI,4747,1,13,0,1,3,0.0,Cas13b
ERZ1687629@48,VI,VI,4726,1,10,0,1,3,0.0,Cas13b
ERZ1687639@68,VI,VI,4747,1,13,0,1,3,0.0,Cas13b
ERZ1687644@58,VI,VI,4747,1,14,0,1,3,0.0,Cas13b
ERZ1687675@73,VI,VI,4747,1,13,0,1,3,0.0,Cas13b
ERZ1687792@39,VI,VI,4747,1,13,0,1,3,0.0,Cas13b
ERZ1687841@115,VI,VI,4747,1,13,0,1,3,0.0,Cas13b
ERZ1687844@42,VI,VI,4747,1,13,0,1,3,0.0,Cas13b
ERZ1689305@55,VI,VI,4816,1,18,0,1,2,0.0,Cas13b
ERZ1689382@13,VI,VI,3822,1,5,0,1,1,0.0,Cas13b
ERZ1689478@21,VI,VI,3822,1,5,0,1,1,0.0,Cas13b
ERZ1689848@40,VI,VI,4816,1,18,0,1,1,0.0,Cas13b
ERZ1689880@62,VI,VI,4816,1,18,0,1,1,0.0,Cas13b
ERZ1689903@5,VI,VI,3822,1,5,0,1,1,0.0,Cas13b
ERZ1690074@83,VI,VI,4816,1,18,0,1,1,0.0,Cas13b
ERZ1690183@37,VI,VI,3822,1,5,0,1,1,0.0,Cas13b
ERZ1694687@12,VI,VI,5208,1,20,0,1,2,0.0,Cas13b
ERZ1694994@34,VI,VI,5208,1,20,0,1,3,0.0,Cas13b
ERZ1699259@5,VI,VI,6170,1,40,0,1,3,0.0,Cas13b
ERZ1740124@20,VI,VI,3819,1,3,0,1,1,0.0,Cas13b
ERZ1740161@19,VI,VI,4724,1,11,0,1,2,0.0,Cas13b
ERZ1740171@13,VI,VI,3883,1,4,0,1,1,0.0,Cas13b
ERZ1740206@47,VI,VI,4115,1,9,0,1,3,0.0,Cas13b
ERZ1741846@89,VI,VI,6400,1,8,0,2,3,0.0,Cas13b
ERZ1741880@93,VI,VI,6763,1,12,0,3,5,0.0,Cas13b
ERZ1741883@86,VI,VI,6991,1,9,0,3,3,0.0,Cas13b
ERZ1742115@94,VI,VI,4613,1,9,0,1,2,0.0,Cas13b
ERZ1742125@206,VI,VI,4547,1,10,0,1,2,0.0,Cas13b
ERZ1742130@49,VI,VI,4418,1,8,0,1,2,0.0,Cas13b
ERZ1742294@87,VI,VI,4551,1,9,0,1,2,0.0,Cas13b
ERZ1742303@3,VI,VI,4505,1,4,0,1,2,0.0,Cas13b
ERZ1742315@1,VI,VI,4916,1,10,0,1,2,0.0,Cas13b
ERZ1742733@264,VI,VI,4680,1,11,0,1,2,0.0,Cas13b
ERZ1742781@288,VI,VI,6574,1,10,0,3,3,0.0,Cas13b
ERZ1742851@115,VI,VI,7241,1,11,0,3,4,0.0,Cas13b
ERZ1743992@42,VI,VI,6852,1,7,0,4,4,0.0,Cas13b
ERZ1744002@38,VI,VI,6711,1,5,0,3,3,0.0,Cas13b
ERZ1744175@52,VI,VI,4298,1,5,0,2,3,0.0,Cas13b
ERZ1744175@52,VI,VI,4298,1,5,0,2,3,0.0,Cas13b
ERZ1744175@57,VI,VI,4980,1,11,0,1,2,0.0,Cas13b
ERZ1744175@74,VI,VI,5352,1,19,0,2,2,0.0,Cas13b
ERZ1744177@5,VI,VI,5313,1,16,0,1,3,0.0,Cas13b
ERZ1744180@6,VI,VI,4618,1,8,0,1,2,0.0,Cas13b
ERZ1744186@105,VI,VI,5002,1,15,0,1,2,0.0,Cas13b
ERZ1744951@51,VI,VI,4623,1,10,0,1,2,0.0,Cas13b
ERZ1744964@276,VI,VI,5023,1,16,0,1,3,0.0,Cas13b
ERZ1744999@120,VI,VI,4296,1,3,0,2,2,0.0,Cas13b
ERZ1744999@168,VI,VI,4496,1,6,0,1,3,0.0,Cas13b
ERZ1744999@57,VI,VI,5079,1,16,0,1,2,0.0,Cas13b
ERZ1745024@154,VI,VI,4345,1,9,0,1,1,0.0,Cas13b
ERZ1745027@76,VI,VI,5636,1,10,0,3,3,0.0,Cas13b
ERZ1745231@50,VI,VI,5033,1,6,0,3,3,0.0,Cas13b
ERZ1745276@76,VI,VI,6791,1,13,0,3,4,0.0,Cas13b
ERZ1745293@30,VI,VI,5533,1,25,0,1,3,0.0,Cas13b
ERZ1745325@5,VI,VI,5074,1,18,0,1,2,0.0,Cas13b
ERZ1745326@89,VI,VI,4152,1,4,0,2,3,0.0,Cas13b
ERZ1745326@89,VI,VI,4152,1,4,0,2,3,0.0,Cas13b
ERZ1745419@319,VI,VI,6469,1,10,0,1,3,0.0,Cas13b
ERZ1745423@75,VI,VI,4814,1,14,0,2,3,0.0,Cas13b
ERZ1745454@6,VI,VI,4417,1,9,0,1,2,0.0,Cas13b
ERZ1745537@55,VI,VI,4481,1,9,0,1,3,0.0,Cas13b
ERZ1745579@86,VI,VI,5206,1,20,0,1,2,0.0,Cas13b
ERZ1745594@194,VI,VI,4415,1,8,0,1,2,0.0,Cas13b
ERZ1745618@37,VI,VI,6991,1,9,0,3,3,0.0,Cas13b
ERZ1749013@27,VI,VI,7105,1,9,0,3,4,0.0,Cas13b
ERZ1749013@3,VI,VI,5296,1,10,0,3,3,0.0,Cas13b
ERZ1749022@57,VI,VI,6284,1,4,0,2,2,0.0,Cas13b
ERZ1749288@56,VI,VI,7120,1,11,0,3,3,0.0,Cas13b
ERZ1749367@19,VI,VI,7034,1,8,0,3,4,0.0,Cas13b
ERZ1749367@69,VI,VI,5223,1,9,0,2,2,0.0,Cas13b
ERZ1753527@23,VI,VI,8844,1,12,0,3,6,0.0,Cas13b
ERZ1755029@19,VI,VI,4697,1,7,0,2,2,0.0,Cas13b
ERZ1755383@40,VI,VI,8505,1,10,0,3,5,0.0,Cas13b
ERZ1755405@63,VI,VI,5140,1,19,0,1,2,0.0,Cas13b
ERZ1755413@30,VI,VI,8505,1,10,0,3,5,0.0,Cas13b
ERZ1755419@110,VI,VI,8505,1,10,0,3,5,0.0,Cas13b
ERZ1755434@88,VI,VI,8505,1,10,0,3,5,0.0,Cas13b
ERZ1755440@60,VI,VI,4610,1,11,0,2,3,0.0,Cas13b
ERZ1755484@13,VI,VI,4565,1,4,0,2,2,0.0,Cas13b
ERZ1755559@10,VI,VI,4565,1,4,0,2,2,0.0,Cas13b
ERZ1755709@12,VI,VI,4615,1,11,0,1,2,0.0,Cas13b
ERZ1755945@6,VI,VI,4944,1,16,0,1,3,0.0,Cas13b
ERZ1756021@280,VI,VI,2542,1,8,0,1,1,0.0,Cas13b
ERZ1756080@632,VI,VI,4510,1,12,0,1,2,0.0,Cas13b
ERZ1756108@335,VI,VI,3768,1,6,0,1,1,0.0,Cas13b
ERZ1756109@356,VI,VI,8236,1,22,0,3,4,0.0,Cas13b
ERZ1756109@548,VI,VI,5903,1,6,0,2,2,0.0,Cas13b
ERZ1756110@343,VI,VI,3916,1,3,0,1,1,0.0,Cas13b
ERZ1756174@222,VI,VI,4143,1,9,0,1,1,0.0,Cas13b
ERZ1760229@224,VI,VI,3837,1,7,0,1,2,0.0,Cas13b
ERZ1761405@5,VI,VI,6170,1,40,0,1,3,0.0,Cas13b
ERZ1761919@6,VI,VI,4908,1,10,0,1,2,0.0,Cas13b
ERZ1761965@11,VI,VI,4551,1,7,0,1,2,0.0,Cas13b
ERZ1761996@5,VI,VI,5313,1,16,0,1,3,0.0,Cas13b
ERZ1762035@6,VI,VI,4618,1,8,0,1,2,0.0,Cas13b
ERZ1762134@6,VI,VI,5002,1,15,0,1,2,0.0,Cas13b
ERZ1762251@6,VI,VI,4454,1,3,0,1,2,0.0,Cas13b
ERZ1762266@3,VI,VI,5313,1,16,0,1,3,0.0,Cas13b
ERZ1762269@1,VI,VI,4412,1,7,0,1,2,0.0,Cas13b
ERZ1762344@6,VI,VI,4917,1,10,0,1,3,0.0,Cas13b
ERZ1762361@2,VI,VI,4616,1,8,0,1,2,0.0,Cas13b
ERZ1762386@18,VI,VI,5352,1,19,0,2,2,0.0,Cas13b
ERZ1762386@5,VI,VI,4980,1,11,0,1,2,0.0,Cas13b
ERZ1762387@4,VI,VI,4298,1,5,0,2,3,0.0,Cas13b
ERZ1762387@4,VI,VI,4298,1,5,0,2,3,0.0,Cas13b
ERZ1762407@12,VI,VI,4361,1,4,0,2,2,0.0,Cas13b
ERZ1762407@5,VI,VI,4354,1,4,0,1,2,0.0,Cas13b
ERZ1764644@46,VI,VI,4482,1,9,0,1,2,0.0,Cas13b
ERZ1764654@5,VI,VI,4549,1,10,0,1,2,0.0,Cas13b
ERZ1767136@20,VI,VI,4118,1,12,0,1,1,0.0,Cas13b
ERZ1767186@170,VI,VI,5582,1,12,0,2,2,0.0,Cas13b
ERZ1767187@267,VI,VI,8844,1,12,0,3,6,0.0,Cas13b
ERZ1767191@384,VI,VI,5582,1,12,0,2,2,0.0,Cas13b
ERZ1767203@245,VI,VI,5582,1,12,0,2,2,0.0,Cas13b
ERZ1767225@247,VI,VI,8844,1,12,0,3,6,0.0,Cas13b
ERZ1767244@101,VI,VI,5582,1,12,0,2,2,0.0,Cas13b
ERZ1767246@162,VI,VI,8844,1,12,0,3,6,0.0,Cas13b
ERZ1767277@246,VI,VI,5582,1,12,0,2,2,0.0,Cas13b
ERZ1767278@164,VI,VI,8844,1,12,0,3,6,0.0,Cas13b
ERZ1767296@73,VI,VI,8844,1,12,0,3,6,0.0,Cas13b
ERZ1767302@143,VI,VI,8844,1,12,0,3,6,0.0,Cas13b
ERZ1767329@59,VI,VI,8844,1,12,0,3,6,0.0,Cas13b
ERZ1767359@217,VI,VI,5582,1,12,0,2,2,0.0,Cas13b
ERZ1767375@120,VI,VI,8844,1,12,0,3,6,0.0,Cas13b
ERZ1767425@162,VI,VI,5582,1,12,0,2,2,0.0,Cas13b
ERZ1767432@240,VI,VI,5582,1,12,0,2,2,0.0,Cas13b
ERZ1767471@138,VI,VI,5992,1,4,0,2,4,0.0,Cas13b
ERZ1767482@149,VI,VI,4965,1,13,0,1,1,0.0,Cas13b
ERZ1767482@248,VI,VI,4989,1,9,0,1,1,0.0,Cas13b
ERZ1767482@249,VI,VI,4452,1,17,0,1,1,0.0,Cas13b
ERZ1767517@174,VI,VI,7087,1,18,0,2,3,0.0,Cas13b
ERZ1767517@49,VI,VI,6495,1,7,0,3,3,0.0,Cas13b
ERZ1767575@43,VI,VI,4974,1,14,0,1,1,0.0,Cas13b
ERZ1767606@157,VI,VI,5065,1,11,0,3,3,0.0,Cas13b
ERZ1767606@157,VI,VI,5065,1,11,0,3,3,0.0,Cas13b
ERZ1767626@121,VI,VI,4180,1,11,0,1,1,0.0,Cas13b
ERZ1767626@194,VI,VI,5394,1,13,0,2,2,0.0,Cas13b
ERZ1767626@202,VI,VI,4160,1,8,0,1,1,0.0,Cas13b
ERZ1767637@34,VI,VI,8778,1,11,0,3,8,0.0,Cas13b
ERZ1767638@26,VI,VI,5224,1,11,0,2,2,0.0,Cas13b
ERZ1767641@16,VI,VI,3875,1,4,0,1,1,0.0,Cas13b
ERZ1767641@234,VI,VI,5795,1,5,0,1,3,0.0,Cas13b
ERZ1767641@78,VI,VI,4833,1,12,0,1,1,0.0,Cas13b
ERZ2107274@82,VI,VI,4888,1,13,0,1,2,0.0,Cas13b
ERZ2107752@13,VI,VI,4364,1,4,0,2,2,0.0,Cas13b
ERZ2108417@164,VI,VI,4291,1,10,0,1,1,0.0,Cas13b
ERZ2108446@208,VI,VI,4280,1,4,0,1,3,0.0,Cas13b
ERZ2108526@99,VI,VI,6456,1,4,0,2,2,0.0,Cas13b
ERZ2108529@147,VI,VI,3649,1,5,0,1,1,0.0,Cas13b
ERZ2109067@37,VI,VI,4052,1,7,0,1,3,0.0,Cas13b
ERZ2110838@139,VI,VI,4687,1,10,0,1,3,0.0,Cas13b
ERZ2110838@65,VI,VI,4255,1,10,0,2,2,0.0,Cas13b
ERZ2111868@71,VI,VI,4023,1,8,0,1,1,0.0,Cas13b
ERZ2113202@33,VI,VI,4084,1,3,0,1,2,0.0,Cas13b
ERZ2118351@122,VI,VI,4057,1,7,0,1,1,0.0,Cas13b
ERZ2118361@1,VI,VI,4818,1,12,0,1,3,0.0,Cas13b
ERZ2120345@127,VI,VI,6738,1,42,0,1,2,0.0,Cas13b
ERZ2121225@36,VI,VI,4150,1,4,0,1,2,0.0,Cas13b
ERZ2227732@1,VI,VI,5202,1,9,0,2,2,0.0,Cas13b
ERZ2227930@1,VI,VI,5203,1,9,0,2,2,0.0,Cas13b
ERZ2271642@4,VI,VI,5195,1,13,0,2,2,0.0,Cas13b
ERZ2272033@3,VI,VI,5005,1,5,0,2,2,0.0,Cas13b
ERZ2272223@5,VI,VI,5599,1,9,0,2,3,0.0,Cas13b
ERZ2272247@2,VI,VI,5165,1,8,0,2,2,0.0,Cas13b
ERZ2272289@4,VI,VI,5066,1,7,0,2,2,0.0,Cas13b
ERZ2272650@4,VI,VI,4806,1,3,0,2,2,0.0,Cas13b
ERZ2272773@2,VI,VI,5465,1,13,0,2,4,0.0,Cas13b
ERZ2286749@18,VI,VI,4590,1,18,0,1,1,0.0,Cas13b
ERZ2606006@119,VI,VI,4070,1,6,0,1,1,0.0,Cas13b
ERZ2606006@149,VI,VI,4925,1,23,0,1,1,0.0,Cas13b
ERZ2610401@1,VI,VI,3641,1,5,0,1,1,0.0,Cas13b
ERZ2610408@1,VI,VI,4156,1,3,0,1,2,0.0,Cas13b
ERZ2610417@33,VI,VI,3858,1,4,0,1,1,0.0,Cas13b
ERZ2610433@1,VI,VI,3969,1,7,0,1,1,0.0,Cas13b
ERZ2662920@55,VI,VI,6588,1,9,0,3,4,0.0,Cas13b
ERZ2663039@65,VI,VI,6588,1,9,0,3,4,0.0,Cas13b
ERZ2663265@44,VI,VI,6588,1,9,0,3,4,0.0,Cas13b
ERZ2663268@43,VI,VI,6588,1,9,0,3,4,0.0,Cas13b
ERZ2663287@26,VI,VI,4041,1,9,0,1,2,0.0,Cas13b
ERZ2663322@58,VI,VI,6588,1,9,0,3,4,0.0,Cas13b
ERZ2663328@39,VI,VI,3270,1,9,0,1,2,0.0,Cas13b
ERZ2663331@49,VI,VI,6588,1,9,0,3,4,0.0,Cas13b
ERZ2663669@39,VI,VI,6588,1,9,0,3,4,0.0,Cas13b
ERZ2663770@24,VI,VI,6588,1,9,0,3,4,0.0,Cas13b
ERZ2663886@53,VI,VI,6588,1,9,0,3,4,0.0,Cas13b
ERZ2664144@49,VI,VI,6588,1,9,0,3,4,0.0,Cas13b
ERZ2664192@33,VI,VI,6588,1,9,0,3,4,0.0,Cas13b
ERZ2664258@58,VI,VI,6588,1,9,0,3,4,0.0,Cas13b
ERZ2773107@22,VI,VI,4328,1,13,0,1,1,0.0,Cas13b
ERZ2773470@17,VI,VI,4328,1,13,0,1,2,0.0,Cas13b
ERZ2781372@44,VI,VI,4328,1,9,0,1,2,0.0,Cas13b
ERZ2782268@39,VI,VI,4328,1,13,0,1,2,0.0,Cas13b
ERZ2782390@2,VI,VI,4328,1,13,0,1,1,0.0,Cas13b
ERZ2782469@37,VI,VI,4328,1,13,0,1,2,0.0,Cas13b
ERZ2782649@30,VI,VI,4328,1,9,0,1,2,0.0,Cas13b
ERZ2782921@14,VI,VI,4328,1,13,0,1,2,0.0,Cas13b
ERZ2782991@23,VI,VI,4328,1,13,0,1,1,0.0,Cas13b
ERZ2782994@33,VI,VI,4328,1,13,0,1,2,0.0,Cas13b
ERZ2782996@10,VI,VI,3800,1,5,0,1,1,0.0,Cas13b
ERZ2965106@301,VI,VI,4820,1,9,0,1,2,0.0,Cas13b
ERZ2965106@408,VI,VI,5287,1,17,0,2,3,0.0,Cas13b
ERZ3455816@13,VI,VI,6168,1,27,0,2,2,0.0,Cas13b
ERZ3455819@7,VI,VI,4760,1,6,0,2,2,0.0,Cas13b
ERZ3584915@52,VI,VI,5965,1,30,0,1,2,0.0,Cas13b
ERZ3585057@8,VI,VI,6224,1,34,0,1,2,0.0,Cas13b
ERZ3820702@31,VI,VI,7306,1,26,0,2,5,0.0,Cas13b
ERZ4209337@288,VI,VI,16812,1,18,0,3,5,0.0,Cas13b
ERZ4223250@106,VI,VI,4827,1,17,0,1,3,0.0,Cas13b
ERZ4239849@103,VI,VI,5962,1,28,0,1,3,0.0,Cas13b
ERZ4239850@282,VI,VI,8215,1,6,0,3,3,0.0,Cas13b
ERZ4428368@7,VI,VI,4328,1,13,0,1,2,0.0,Cas13b
ERZ4429476@5,VI,VI,4328,1,13,0,1,1,0.0,Cas13b
ERZ4432281@13,VI,VI,4328,1,9,0,1,2,0.0,Cas13b
ERZ4454154@7,VI,VI,4328,1,13,0,1,2,0.0,Cas13b
ERZ4455115@11,VI,VI,4328,1,13,0,1,1,0.0,Cas13b
ERZ4464167@12,VI,VI,4328,1,13,0,1,2,0.0,Cas13b
ERZ4474661@7,VI,VI,4328,1,13,0,1,2,0.0,Cas13b
ERZ4489574@4,VI,VI,4328,1,9,0,1,2,0.0,Cas13b
ERZ4513986@5,VI,VI,3800,1,5,0,1,1,0.0,Cas13b
ERZ4520065@12,VI,VI,4328,1,9,0,1,2,0.0,Cas13b
ERZ4521371@9,VI,VI,4328,1,13,0,1,1,0.0,Cas13b
ERZ4559329@695,VI,VI,6439,1,4,0,3,3,0.0,Cas13b
ERZ4559340@612,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4559349@347,VI,VI,6857,1,14,0,3,4,0.0,Cas13b
ERZ4559355@303,VI,VI,5561,1,14,0,3,3,0.0,Cas13b
ERZ4559355@749,VI,VI,7993,1,4,0,3,4,0.0,Cas13b
ERZ4559405@103,VI,VI,5459,1,12,0,2,3,0.0,Cas13b
ERZ4559405@49,VI,VI,5005,1,5,0,2,2,0.0,Cas13b
ERZ4559409@115,VI,VI,4455,1,3,0,1,2,0.0,Cas13b
ERZ4559413@1080,VI,VI,5005,1,5,0,2,2,0.0,Cas13b
ERZ4559413@80,VI,VI,5459,1,12,0,2,3,0.0,Cas13b
ERZ4559455@731,VI,VI,4421,1,8,0,2,4,0.0,Cas13b
ERZ4559485@421,VI,VI,8295,1,7,0,3,3,0.0,Cas13b
ERZ4559485@594,VI,VI,5251,1,9,0,2,3,0.0,Cas13b
ERZ4559485@694,VI,VI,7361,1,5,0,3,5,0.0,Cas13b
ERZ4559498@360,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4559500@587,VI,VI,4202,1,10,0,1,2,0.0,Cas13b
ERZ4559595@216,VI,VI,4269,1,11,0,1,1,0.0,Cas13b
ERZ4559595@731,VI,VI,8229,1,6,0,3,3,0.0,Cas13b
ERZ4559605@301,VI,VI,4269,1,11,0,1,1,0.0,Cas13b
ERZ4559636@528,VI,VI,5791,1,17,0,2,3,0.0,Cas13b
ERZ4559654@279,VI,VI,9855,1,18,0,4,7,0.0,Cas13b
ERZ4559670@104,VI,VI,6371,1,3,0,3,3,0.0,Cas13b
ERZ4559670@660,VI,VI,4202,1,10,0,1,2,0.0,Cas13b
ERZ4559673@405,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4559673@796,VI,VI,4269,1,11,0,1,1,0.0,Cas13b
ERZ4559679@208,VI,VI,8295,1,7,0,4,4,0.0,Cas13b
ERZ4559679@354,VI,VI,6718,1,11,0,3,4,0.0,Cas13b
ERZ4559702@137,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4559702@229,VI,VI,8240,1,12,0,3,3,0.0,Cas13b
ERZ4559707@137,VI,VI,7031,1,12,0,2,3,0.0,Cas13b
ERZ4559707@92,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4559737@103,VI,VI,5364,1,11,0,2,2,0.0,Cas13b
ERZ4559741@522,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4559747@123,VI,VI,8630,1,12,0,4,4,0.0,Cas13b
ERZ4559747@193,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4559763@282,VI,VI,8701,1,13,0,3,3,0.0,Cas13b
ERZ4559763@671,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4559772@375,VI,VI,3035,1,5,0,1,1,0.0,Cas13b
ERZ4559800@437,VI,VI,6588,1,5,0,2,4,0.0,Cas13b
ERZ4559825@237,VI,VI,5383,1,11,0,2,3,0.0,Cas13b
ERZ4559825@565,VI,VI,9506,1,5,0,4,7,0.0,Cas13b
ERZ4559840@197,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4559842@128,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4559859@290,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4559868@681,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4559868@865,VI,VI,8630,1,12,0,3,3,0.0,Cas13b
ERZ4559904@508,VI,VI,9921,1,19,0,4,6,0.0,Cas13b
ERZ4559945@1290,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4559945@974,VI,VI,8630,1,12,0,3,3,0.0,Cas13b
ERZ4560003@382,VI,VI,4269,1,11,0,1,1,0.0,Cas13b
ERZ4560007@191,VI,VI,6872,1,4,0,3,3,0.0,Cas13b
ERZ4560007@365,VI,VI,4004,1,7,0,2,3,0.0,Cas13b
ERZ4560007@459,VI,VI,3754,1,4,0,1,1,0.0,Cas13b
ERZ4560021@188,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4560050@241,VI,VI,4843,1,5,0,2,2,0.0,Cas13b
ERZ4560067@908,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4560103@749,VI,VI,3754,1,4,0,1,1,0.0,Cas13b
ERZ4560159@704,VI,VI,5686,1,16,0,3,4,0.0,Cas13b
ERZ4560179@219,VI,VI,9855,1,18,0,4,7,0.0,Cas13b
ERZ4560197@245,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4560211@285,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4560247@101,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
