sequence_id,phage_id,pident,algn_length,mismatch,gapopen,phagestart,phageend,phagelength,evalue,bitscore,phage_cg,phage_taxonomy,phage_completeness,phage_host,phage_lifestyle,phage_source
ERZ2437086@31_sp0,MGV-GENOME-0275816,100.0,30,0,0,41243,41214,41387,2.92e-07,60.0,42.24514944306183,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ2437086@31_sp1,MGV-GENOME-0303864,100.0,30,0,0,35754,35725,47814,2.92e-07,60.0,38.84636298991927,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ2437086@31_sp1,MGV-GENOME-0214884,100.0,30,0,0,13643,13672,30637,2.92e-07,60.0,46.25779286483663,,Medium-quality,Parabacteroides,virulent,MGV
ERZ2437086@31_sp1,Ma_2019_SRR413710_NODE_402_length_48831_cov_3.923056,100.0,30,0,0,29624,29595,48831,2.92e-07,60.0,38.5288034240544,Caudovirales,High-quality,Tannerellaceae,virulent,GVD
ERZ2437086@31_sp1,IMGVR_UViG_2857894125_000005|2857894125|2857894126|120505-171115,100.0,30,0,0,22867,22896,50611,2.92e-07,60.0,47.432376360870165,Caudoviricetes,High-quality,Parabacteroides distasonis,temperate,IMG_VR
ERZ2437086@31_sp1,IMGVR_UViG_2849620151_000003|2849620151|2849620211|120546-171684,100.0,30,0,0,22867,22896,51139,2.92e-07,60.0,47.27898472789847,Caudoviricetes,High-quality,Parabacteroides distasonis,temperate,IMG_VR
ERZ2437086@31_sp1,IMGVR_UViG_3300045988_107388|3300045988|Ga0495776_097033,100.0,30,0,0,35754,35725,47814,2.92e-07,60.0,38.84636298991927,Caudoviricetes,High-quality,Parabacteroides,virulent,IMG_VR
ERZ2437086@31_sp1,IMGVR_UViG_3300045988_119155|3300045988|Ga0495776_096834,100.0,30,0,0,36178,36149,47668,2.92e-07,60.0,38.46605689351347,Caudoviricetes,High-quality,Parabacteroides,virulent,IMG_VR
ERZ2437086@31_sp1,IMGVR_UViG_3300045988_144301|3300045988|Ga0495776_015355,100.0,30,0,0,10391,10420,46214,2.92e-07,60.0,38.79127537109967,Caudoviricetes,Complete,Parabacteroides,virulent,IMG_VR
ERZ2437086@31_sp1,IMGVR_UViG_3300045988_129490|3300045988|Ga0495776_055675,100.0,30,0,0,34416,34387,43230,2.92e-07,60.0,38.62826740689336,Caudoviricetes,High-quality,Parabacteroides,virulent,IMG_VR
ERZ2437086@31_sp1,IMGVR_UViG_3300045988_133565|3300045988|Ga0495776_096791,100.0,30,0,0,9899,9928,47639,2.92e-07,60.0,38.46848170616512,Caudoviricetes,High-quality,Parabacteroides,virulent,IMG_VR
ERZ2437086@31_sp2,MGV-GENOME-0367414,100.0,30,0,0,76652,76623,101310,2.92e-07,60.0,33.669923995656895,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ2437086@31_sp2,MGV-GENOME-0364684,100.0,30,0,0,59140,59111,94178,2.92e-07,60.0,33.46747648070675,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ2437086@31_sp2,uvig_467815,100.0,30,0,0,56303,56274,86299,2.92e-07,60.0,33.77095910728977,Caudovirales,Medium-quality,Parabacteroides distasonis,virulent,GPD
ERZ2437086@31_sp2,uvig_390079,100.0,30,0,0,39787,39758,99638,2.92e-07,60.0,33.472169252694755,Caudovirales,High-quality,Parabacteroides distasonis,virulent,GPD
ERZ2437086@31_sp2,NC_055875.1,100.0,30,0,0,4852,4823,99985,2.92e-07,60.0,33.53202980447067,Caudovirales,Complete,Homo sapiens,virulent,REFSEQ
ERZ2437086@31_sp2,MGV-GENOME-4431723,100.0,30,0,0,40753,40724,79239,2.92e-07,60.0,33.29925920317016,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ2437086@31_sp2,MGV-GENOME-0368472,100.0,30,0,0,38508,38479,103575,2.92e-07,60.0,33.59787593531258,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ2437086@31_sp2,MGV-GENOME-0367601,100.0,30,0,0,27396,27367,101657,2.92e-07,60.0,33.52056425037135,Caudovirales,Complete,Parabacteroides,virulent,MGV
ERZ2437086@31_sp2,MGV-GENOME-0367307,100.0,30,0,0,81704,81675,99778,2.92e-07,60.0,33.56952434404378,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ2437086@31_sp2,MGV-GENOME-0367197,100.0,30,0,0,29769,29740,101009,2.92e-07,60.0,33.40692413547308,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ2437086@31_sp3,uvig_33563,100.0,28,0,0,11046,11019,17426,4.1e-06,56.0,44.93285894640193,Caudovirales,Low-quality,Parabacteroides distasonis,virulent,GPD
ERZ2437086@31_sp3,MGV-GENOME-0314486,100.0,28,0,0,46582,46555,51666,4.1e-06,56.0,43.57023961599504,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ2437086@31_sp3,MGV-GENOME-0214884,100.0,28,0,0,13775,13802,30637,4.1e-06,56.0,46.25779286483663,,Medium-quality,Parabacteroides,virulent,MGV
ERZ2437086@31_sp3,IMGVR_UViG_2857894125_000005|2857894125|2857894126|120505-171115,100.0,28,0,0,22999,23026,50611,4.1e-06,56.0,47.432376360870165,Caudoviricetes,High-quality,Parabacteroides distasonis,temperate,IMG_VR
ERZ2437086@31_sp3,IMGVR_UViG_2849620151_000003|2849620151|2849620211|120546-171684,100.0,28,0,0,22999,23026,51139,4.1e-06,56.0,47.27898472789847,Caudoviricetes,High-quality,Parabacteroides distasonis,temperate,IMG_VR
ERZ2437086@31_sp3,IMGVR_UViG_3300045988_090776|3300045988|Ga0495776_097065,100.0,28,0,0,19971,19944,47835,4.1e-06,56.0,42.6695933939584,Caudoviricetes,High-quality,Parabacteroides,virulent,IMG_VR
ERZ2437086@31_sp3,IMGVR_UViG_3300029548_000004|3300029548|Ga0245003_100410,100.0,28,0,0,36940,36967,61625,4.1e-06,56.0,43.26977687626775,Caudoviricetes,High-quality,Parabacteroides,virulent,IMG_VR
ERZ2437086@31_sp3,Ma_2019_SRR413603_NODE_211_length_81528_cov_10.140758,100.0,28,0,0,46582,46555,81528,4.1e-06,56.0,43.58257285840448,Caudovirales,High-quality,Lachnospiraceae,virulent,GVD
ERZ2437086@31_sp3,uvig_325095,100.0,28,0,0,46582,46555,51666,4.1e-06,56.0,43.57023961599504,Caudovirales,Medium-quality,Parabacteroides distasonis,virulent,GPD
ERZ2437086@31_sp3,SAMN00792094_a1_ct111835_vs1,100.0,28,0,0,10057,10030,13841,4.1e-06,56.0,42.72090166895455,-,Low-quality,Parabacteroides,virulent,CHVD
ERZ2437086@31_sp4,MGV-GENOME-0329850,100.0,30,0,0,1093,1064,58975,2.92e-07,60.0,43.79991521831285,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ2437086@31_sp4,MGV-GENOME-0326705,100.0,30,0,0,54857,54886,56386,2.92e-07,60.0,43.7218458482602,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ2437086@31_sp4,MGV-GENOME-0324570,100.0,30,0,0,2217,2188,56412,2.92e-07,60.0,43.60774303339715,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ2437086@31_sp4,MGV-GENOME-0335282,100.0,30,0,0,59813,59842,62029,2.92e-07,60.0,43.47966273839656,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ2437086@31_sp4,MGV-GENOME-0214884,100.0,30,0,0,13839,13868,30637,2.92e-07,60.0,46.25779286483663,,Medium-quality,Parabacteroides,virulent,MGV
ERZ2437086@31_sp4,Ma_2019_SRR413651_NODE_252_length_62890_cov_4.280290,100.0,30,0,0,2216,2187,62890,2.92e-07,60.0,43.87024964223247,Caudovirales,Complete,Lachnospiraceae,virulent,GVD
ERZ2437086@31_sp4,IMGVR_UViG_7000000570_000258|7000000570|SRS051882_Baylor_scaffold_3869|25564-83328,100.0,30,0,0,2020,1991,57765,2.92e-07,60.0,43.75833116939323,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ2437086@31_sp4,IMGVR_UViG_3300029090_000093|3300029090|Ga0169218_100009|4777-66023,100.0,30,0,0,57442,57413,61247,2.92e-07,60.0,43.96623508090192,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ2437086@31_sp4,IMGVR_UViG_3300007796_000273|3300007796|Ga0105889_100122|25618-87319,100.0,30,0,0,2020,1991,61702,2.92e-07,60.0,43.53667628277852,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ2437086@31_sp4,IMGVR_UViG_2868548784_000001|2868548784|2868548786|127294-187271,100.0,30,0,0,57960,57989,59978,2.92e-07,60.0,42.3355230251092,Caudoviricetes,High-quality,Parabacteroides distasonis,temperate,IMG_VR
ERZ2437086@31_sp5,uvig_83833,100.0,30,0,0,4886,4857,24591,2.92e-07,60.0,39.485990809645806,Caudovirales,Low-quality,Parabacteroides distasonis,virulent,GPD
ERZ2437086@31_sp5,uvig_292017,100.0,30,0,0,24521,24492,65221,2.92e-07,60.0,43.24680701001211,Caudovirales,Low-quality,Parabacteroides distasonis,virulent,GPD
ERZ2437086@31_sp5,uvig_295496,100.0,30,0,0,41862,41833,52125,2.92e-07,60.0,42.17937649880096,Caudovirales,Medium-quality,Parabacteroides distasonis,virulent,GPD
ERZ2437086@31_sp5,SAMN00792094_a1_ct111835_vs1,100.0,30,0,0,9927,9898,13841,2.92e-07,60.0,42.72090166895455,-,Low-quality,Parabacteroides,virulent,CHVD
ERZ2437086@31_sp5,MGV-GENOME-0274917,100.0,30,0,0,19990,19961,26824,2.92e-07,60.0,43.677303906949,,Medium-quality,Parabacteroides,virulent,MGV
ERZ2437086@31_sp5,ivig_3934,100.0,30,0,0,27371,27400,67665,2.92e-07,60.0,41.9729549988916,Caudovirales,High-quality,Parabacteroides distasonis,virulent,GPD
ERZ2437086@31_sp5,MGV-GENOME-0214884,100.0,30,0,0,13905,13934,30637,2.92e-07,60.0,46.25779286483663,,Medium-quality,Parabacteroides,virulent,MGV
ERZ2437086@31_sp5,IMGVR_UViG_2857894125_000005|2857894125|2857894126|120505-171115,100.0,30,0,0,23129,23158,50611,2.92e-07,60.0,47.432376360870165,Caudoviricetes,High-quality,Parabacteroides distasonis,temperate,IMG_VR
ERZ2437086@31_sp5,IMGVR_UViG_2849620151_000003|2849620151|2849620211|120546-171684,100.0,30,0,0,23129,23158,51139,2.92e-07,60.0,47.27898472789847,Caudoviricetes,High-quality,Parabacteroides distasonis,temperate,IMG_VR
ERZ2437086@31_sp5,IMGVR_UViG_3300045988_115461|3300045988|Ga0495776_019850,100.0,30,0,0,19606,19635,61912,2.92e-07,60.0,41.65105310763664,Caudoviricetes,Complete,Parabacteroides,virulent,IMG_VR
ERZ2108417@164_sp2,IMGVR_UViG_2874499349_000001|2874499349|2874499349|50467-102037,100.0,30,0,0,46264,46235,51571,2.92e-07,60.0,43.22778305636889,Caudoviricetes,High-quality,Prevotella intermedia,temperate,IMG_VR
ERZ2108417@164_sp2,IMGVR_UViG_3300045988_171143|3300045988|Ga0495776_185951,93.333,30,2,0,3074,3103,43634,0.017,44.1,42.735023147087134,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
ERZ2108417@164_sp2,MGV-GENOME-0301383,93.333,30,2,0,3074,3103,43634,0.017,44.1,42.735023147087134,Caudovirales,High-quality,Parabacteroides distasonis,virulent,MGV
ERZ2108417@164_sp6,Han_2018_ERR1398160_NODE_76_length_82573_cov_20.775673,90.0,30,3,0,43610,43581,82573,4.2,36.2,49.10321775883158,Caudovirales,Not-determined,Muribaculaceae,virulent,GVD
ERZ2108417@164_sp7,SAMEA2737885_b1_ct7,100.0,29,0,0,646,674,45675,1.15e-06,58.0,42.46743295019157,Caudovirales,High-quality,Prevotella,virulent,CHVD
ERZ2108417@164_sp7,MGV-GENOME-0296411,100.0,29,0,0,32224,32196,45730,1.15e-06,58.0,42.47977257817625,Caudovirales,Complete,GCA-900066995,virulent,MGV
ERZ2108417@164_sp7,IMGVR_UViG_3300045988_115899|3300045988|Ga0495776_015886,100.0,29,0,0,32224,32196,45730,1.15e-06,58.0,42.47977257817625,Caudoviricetes,Complete,Prevotella,virulent,IMG_VR
ERZ2108417@164_sp7,MGV-GENOME-0267287,100.0,29,0,0,18210,18182,39759,1.15e-06,58.0,42.44573555672929,Caudovirales,Medium-quality,GCA-900066995,virulent,MGV
ERZ2610433@1_sp0,IMGVR_UViG_3300008098_000003|3300008098|Ga0114255_100096,100.0,30,0,0,90256,90227,97175,2.92e-07,60.0,31.982505788525856,Caudoviricetes,Complete,Prevotella,virulent,IMG_VR
ERZ2610433@1_sp0,uvig_223114,100.0,30,0,0,1516,1487,15130,2.92e-07,60.0,31.606080634500994,,Low-quality,Prevotella copri,virulent,GPD
ERZ2610433@1_sp0,SRS065518_a1_ct412,100.0,30,0,0,36879,36908,96184,2.92e-07,60.0,31.99076769525077,CrAss-like,High-quality,Prevotella,virulent,CHVD
ERZ2610433@1_sp0,Norman_92_NODE_1_length_96084_cov_164.768726,100.0,30,0,0,2694,2723,96084,2.92e-07,60.0,32.24782481994921,,High-quality,Prevotella copri,virulent,GVD
ERZ2610433@1_sp0,IMGVR_UViG_3300045988_113959|3300045988|Ga0495776_000653,96.667,30,1,0,85846,85817,95642,7.11e-05,52.0,32.09573200058552,Caudoviricetes,Complete,Prevotella,virulent,IMG_VR
ERZ2610433@1_sp0,MGV-GENOME-0354878,96.667,30,1,0,30812,30841,84154,7.11e-05,52.0,31.885590702759224,,Medium-quality,Prevotella copri,virulent,MGV
ERZ2610433@1_sp0,SAMEA2737906_b1_ct6,96.667,30,1,0,84697,84726,93528,7.11e-05,52.0,31.93909845180053,Podoviridae,High-quality,Prevotella,virulent,CHVD
ERZ2610433@1_sp0,MGV-GENOME-0362955,96.667,30,1,0,85846,85817,95642,7.11e-05,52.0,32.09573200058552,,Complete,Prevotella copri,virulent,MGV
ERZ2610433@1_sp0,SRS144090_a1_ct10066,93.333,30,2,0,36839,36810,100137,0.017,44.1,33.03574103478235,Podoviridae,High-quality,Prevotella,virulent,CHVD
ERZ2610401@1_sp0,IMGVR_UViG_3300008515_000303|3300008515|Ga0115189_1000076|280-39371,96.552,29,1,0,35878,35850,39092,0.000281,50.1,38.17405095671749,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
ERZ2610401@1_sp0,SRS142896_a1_ct17024_vs01,96.552,29,1,0,23309,23281,37000,0.000281,50.1,38.51891891891892,Caudovirales,Medium-quality,Prevotella,virulent,CHVD
ERZ2610401@1_sp2,SRS146894_a1_ct17959_vs01,93.103,29,2,0,26983,27011,88700,0.069,42.1,25.89402480270575,Caudovirales,Low-quality,Prevotella,virulent,CHVD
ERZ2610401@1_sp2,SRS146785_a1_ct15875_vs1,93.103,29,2,0,41158,41186,104415,0.069,42.1,27.031556768663503,Myoviridae,Low-quality,-,virulent,CHVD
ERZ2610401@1_sp3,SRS148361_a1_ct13205_vs01,100.0,29,0,0,348,376,34320,1.15e-06,58.0,39.446386946386944,Caudovirales,Medium-quality,Prevotella,virulent,CHVD
ERZ2610401@1_sp3,SRS062714_a1_ct22863_vs1,100.0,29,0,0,1787,1815,66073,1.15e-06,58.0,38.10330997533032,Siphoviridae,High-quality,Prevotella,virulent,CHVD
ERZ2610401@1_sp3,IMGVR_UViG_3300008098_000271|3300008098|Ga0114255_100153|8592-49297,100.0,28,0,0,36572,36545,40706,4.56e-06,56.0,38.61347221539822,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
ERZ2610401@1_sp3,SRS098533_a1_ct4420_vs01,100.0,28,0,0,15940,15913,20315,4.56e-06,56.0,39.14349003199607,Siphoviridae,Medium-quality,Prevotella,virulent,CHVD
ERZ2610401@1_sp3,IMGVR_UViG_3300028519_000071|3300028519|Ga0307828_1084,96.552,29,1,0,46698,46726,53778,0.000281,50.1,39.809959462977424,Caudoviricetes,Medium-quality,Prevotella,virulent,IMG_VR
ERZ2610401@1_sp3,IMGVR_UViG_3300022575_000071|3300022575|Ga0248010_1051,96.552,29,1,0,46698,46726,53778,0.000281,50.1,39.809959462977424,Caudoviricetes,Medium-quality,Prevotella,virulent,IMG_VR
ERZ2610401@1_sp3,IMGVR_UViG_3300009964_000006|3300009964|Ga0133739_10006,96.552,29,1,0,46698,46726,53905,0.000281,50.1,39.82376402931082,Caudoviricetes,Complete,Prevotella,virulent,IMG_VR
ERZ2610401@1_sp3,IMGVR_UViG_3300008080_000009|3300008080|Ga0105957_100175,96.552,29,1,0,30768,30740,58856,0.000281,50.1,39.968737257034114,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
ERZ2610401@1_sp3,IMGVR_UViG_3300006678_000010|3300006678|Ga0100058_100198,96.552,29,1,0,53710,53738,56619,0.000281,50.1,43.23283703350466,Caudoviricetes,Medium-quality,Prevotella,virulent,IMG_VR
ERZ2610401@1_sp3,SRS104830_a1_ct32814_vs1,96.552,29,1,0,57247,57219,60148,0.000281,50.1,38.16086985435925,Siphoviridae,Medium-quality,Prevotella,virulent,CHVD
ERZ2610408@1_sp0,SRR7892448_NODE_16_length_33691_cov_57.569241,100.0,30,0,0,7761,7790,33691,2.92e-07,60.0,30.77379715651064,Caudovirales,Low-quality,Lawsonia intracellularis,virulent,GVD
ERZ2610408@1_sp0,SRS149720_a1_ct5229,100.0,30,0,0,73551,73522,78562,2.92e-07,60.0,29.42389450370408,Myoviridae,High-quality,Bacteroides,virulent,CHVD
ERZ2610408@1_sp0,IMGVR_UViG_3300007320_000007|3300007320|Ga0104940_1000131,93.333,30,2,0,57102,57073,80246,0.017,44.1,29.22014804476236,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
ERZ2610408@1_sp0,IMGVR_UViG_3300006292_000008|3300006292|Ga0099622_100072,93.333,30,2,0,72803,72774,79836,0.017,44.1,29.27000350718974,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
ERZ2610408@1_sp0,SRS022536_a1_ct33373_vs01,93.333,30,2,0,7022,7051,79872,0.017,44.1,29.25055088141026,Caudovirales,High-quality,Bacteroides,virulent,CHVD
ERZ2610433@1_sp2,SRR7892448_NODE_16_length_33691_cov_57.569241,96.552,29,1,0,11990,12018,33691,0.000281,50.1,30.77379715651064,Caudovirales,Low-quality,Lawsonia intracellularis,virulent,GVD
ERZ2610433@1_sp4,IMGVR_UViG_3300006320_000373|3300006320|Ga0099576_1000061|3-56826,93.333,30,2,0,45879,45850,56824,0.017,44.1,39.4938758271153,Caudoviricetes,Medium-quality,Prevotella,temperate,IMG_VR
ERZ2610433@1_sp4,IMGVR_UViG_3300007648_000258|3300007648|Ga0105531_100068|6854-61465,93.333,30,2,0,16084,16113,54612,0.017,44.1,40.54969603750092,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
ERZ2610433@1_sp4,IMGVR_UViG_3300006678_000007|3300006678|Ga0100058_100110,93.333,30,2,0,75753,75724,80232,0.017,44.1,38.661631269318974,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
ERZ2610433@1_sp4,SRS143450_a1_ct13727,93.333,30,2,0,15387,15358,57409,0.017,44.1,39.46942117089655,Podoviridae,High-quality,Prevotella,virulent,CHVD
ERZ2610433@1_sp4,SRS077092_a1_ct18810_vs1,93.333,30,2,0,65688,65659,66770,0.017,44.1,40.09585143028306,Myoviridae,Medium-quality,Prevotella,virulent,CHVD
ERZ2610433@1_sp4,SRS023617_a1_ct19956_vs1,93.333,30,2,0,71381,71352,80950,0.017,44.1,38.47683755404571,Siphoviridae,High-quality,Prevotella,temperate,CHVD
ERZ2110838@139_sp0,IMGVR_UViG_2903635032_000001|2903635032|2903635065,100.0,30,0,0,53878,53849,56266,2.92e-07,60.0,42.519461131056055,Caudoviricetes,High-quality,Prevotella intermedia,virulent,IMG_VR
ERZ2610417@33_sp0,IMGVR_UViG_3300008328_000148|3300008328|Ga0115314_1000004|235-74977,100.0,29,0,0,17793,17821,74743,1.15e-06,58.0,38.61766319253977,Caudoviricetes,High-quality,Bacteroidaceae,temperate,IMG_VR
ERZ2610417@33_sp0,IMGVR_UViG_3300008732_000106|3300008732|Ga0113984_100010|23754-87760,100.0,29,0,0,17793,17821,64007,1.15e-06,58.0,38.88637180308404,Caudoviricetes,High-quality,Bacteroidaceae,temperate,IMG_VR
ERZ2610417@33_sp0,IMGVR_UViG_3300014554_000119|3300014554|Ga0134345_100036,100.0,29,0,0,49013,48985,58782,1.15e-06,58.0,38.92858358000748,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
ERZ2110838@139_sp3,IMGVR_UViG_3300008150_000415|3300008150|Ga0114319_1000014|33251-90707,100.0,30,0,0,49254,49225,57457,2.92e-07,60.0,42.18981151121709,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
ERZ2110838@139_sp3,IMGVR_UViG_7000000584_000316|7000000584|SRS049318_LANL_scaffold_15428|12477-69933,100.0,30,0,0,49254,49225,57457,2.92e-07,60.0,42.18981151121709,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
ERZ2110838@139_sp5,MGV-GENOME-0361688,100.0,29,0,0,11639,11667,93786,1.15e-06,58.0,32.562429360458914,,High-quality,Prevotella copri,virulent,MGV
ERZ2110838@139_sp5,IMGVR_UViG_3300045988_111820|3300045988|Ga0495776_095849,100.0,29,0,0,11639,11667,93786,1.15e-06,58.0,32.562429360458914,Caudoviricetes,High-quality,Bacteroidaceae,virulent,IMG_VR
ERZ2110838@139_sp5,IMGVR_UViG_3300045988_058211|3300045988|Ga0495776_132035,100.0,29,0,0,82908,82880,91261,1.15e-06,58.0,32.627299722773145,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
ERZ2110838@139_sp5,IMGVR_UViG_3300011980_000004|3300011980|Ga0119777_1000092,100.0,29,0,0,82871,82843,96437,1.15e-06,58.0,32.41494447152027,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
ERZ2110838@139_sp5,MGV-GENOME-0360224,100.0,29,0,0,82908,82880,91261,1.15e-06,58.0,32.627299722773145,,High-quality,Prevotella copri,virulent,MGV
ERZ2110838@139_sp6,MGV-GENOME-0327944,100.0,30,0,0,16259,16230,43218,2.92e-07,60.0,43.53278726456569,Caudovirales,High-quality,Bacteroides vulgatus,virulent,MGV
ERZ2110838@139_sp6,IMGVR_UViG_3300045988_174628|3300045988|Ga0495776_158320,100.0,30,0,0,16259,16230,43218,2.92e-07,60.0,43.53278726456569,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
ERZ2110838@65_sp8,SRS142483_a1_ct94143_vs01,93.333,30,2,0,7973,7944,17293,0.017,44.1,51.0842537442896,-,Low-quality,Prevotella,virulent,CHVD
ERZ2110838@65_sp8,SRS022883_a1_ct53485_vs1,93.333,30,2,0,6533,6562,22119,0.017,44.1,53.130792531307925,Myoviridae,Low-quality,Prevotella,virulent,CHVD
ERZ2115074@232_sp0,MGV-GENOME-0333116,100.0,30,0,0,11979,12008,60748,2.92e-07,60.0,44.09692500164614,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ2115074@232_sp0,MGV-GENOME-0294189,100.0,30,0,0,42035,42006,45200,2.92e-07,60.0,42.11504424778761,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ2115074@232_sp0,MGV-GENOME-0283739,100.0,30,0,0,7630,7659,42939,2.92e-07,60.0,41.23058291995621,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ2115074@232_sp0,MGV-GENOME-0272469,100.0,30,0,0,6837,6866,25273,2.92e-07,60.0,44.09844498080956,,Medium-quality,Parabacteroides,virulent,MGV
ERZ2115074@232_sp0,MGV-GENOME-0247016,100.0,30,0,0,28410,28381,36251,2.92e-07,60.0,44.82910816253345,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ2115074@232_sp0,MGV-GENOME-0229836,100.0,30,0,0,6727,6756,33286,2.92e-07,60.0,45.35540467463798,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ2115074@232_sp0,MGV-GENOME-0227134,100.0,30,0,0,29444,29415,32771,2.92e-07,60.0,42.15617466662598,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ2115074@232_sp0,uvig_110836,100.0,30,0,0,44449,44420,61872,2.92e-07,60.0,43.063098008792345,Caudovirales,High-quality,Parabacteroides distasonis,virulent,GPD
ERZ2115074@232_sp0,ivig_1367,100.0,30,0,0,15710,15739,65962,2.92e-07,60.0,44.00412358630727,Caudovirales,High-quality,Parabacteroides distasonis,virulent,GPD
ERZ2115074@232_sp0,MGV-GENOME-0336280,100.0,30,0,0,54955,54926,62687,2.92e-07,60.0,43.288082058481024,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ2115074@232_sp1,MGV-GENOME-0272469,100.0,30,0,0,6969,6998,25273,2.92e-07,60.0,44.09844498080956,,Medium-quality,Parabacteroides,virulent,MGV
ERZ2115074@232_sp1,MGV-GENOME-0344235,100.0,30,0,0,13280,13309,59769,2.92e-07,60.0,45.23749769947632,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ2115074@232_sp1,MGV-GENOME-0342469,100.0,30,0,0,11067,11096,55731,2.92e-07,60.0,45.448673090380574,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ2115074@232_sp1,IMGVR_UViG_3300008272_000429|3300008272|Ga0111092_1000084|56877-108771,100.0,30,0,0,23196,23225,51895,2.92e-07,60.0,47.44002312361499,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ2115074@232_sp1,IMGVR_UViG_3300045988_148089|3300045988|Ga0495776_150186,100.0,30,0,0,13280,13309,59769,2.92e-07,60.0,45.23749769947632,Caudoviricetes,High-quality,Parabacteroides,virulent,IMG_VR
ERZ2115074@232_sp1,IMGVR_UViG_3300045988_149928|3300045988|Ga0495776_163644,100.0,30,0,0,11067,11096,55731,2.92e-07,60.0,45.448673090380574,Caudoviricetes,High-quality,Parabacteroides,virulent,IMG_VR
ERZ2115074@232_sp1,MGV-GENOME-0181148,100.0,30,0,0,10988,11017,24839,2.92e-07,60.0,44.8850597850155,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ2115074@232_sp1,SAMN00792051_a1_ct19084_vs1,100.0,30,0,0,4798,4827,24200,2.92e-07,60.0,45.8801652892562,Siphoviridae,Low-quality,-,virulent,CHVD
ERZ2115074@232_sp1,MGV-GENOME-0262551,100.0,30,0,0,16489,16460,23456,2.92e-07,60.0,43.63489085948159,,Medium-quality,Parabacteroides,virulent,MGV
ERZ2115074@232_sp1,IMGVR_UViG_3300045988_161815|3300045988|Ga0495776_037395,100.0,30,0,0,46635,46606,57392,2.92e-07,60.0,45.33732924449401,Caudoviricetes,High-quality,Parabacteroides,virulent,IMG_VR
ERZ2115074@232_sp2,MGV-GENOME-0272469,100.0,30,0,0,7035,7064,25273,2.92e-07,60.0,44.09844498080956,,Medium-quality,Parabacteroides,virulent,MGV
ERZ2115074@232_sp2,IMGVR_UViG_3300028984_000051|3300028984|Ga0169601_100087|2-45144,100.0,30,0,0,15429,15458,45143,2.92e-07,60.0,45.56631149901425,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ2115074@232_sp2,IMGVR_UViG_3300008272_000429|3300008272|Ga0111092_1000084|56877-108771,100.0,30,0,0,23262,23291,51895,2.92e-07,60.0,47.44002312361499,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ2115074@232_sp2,IMGVR_UViG_3300029684_000347|3300029684|Ga0245194_100121|118812-168365,100.0,30,0,0,23262,23291,49554,2.92e-07,60.0,47.87100940388263,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
