operon_id,type,subtype,length
GCA_000423485.1@6,II,II-A,4920
GCA_000423505.1@4,I,I-E,10179
GCA_000423605.1@6,I,I-E,14892
GCA_000423685.1@1,I,I-B,10504
GCA_000423685.1@11,I,I-B,9008
GCA_000423745.1@1,II,II-A,6813
GCA_000423785.1@7,I,I-E,9922
GCA_000423825.1@4,II,II-A,4957
GCA_000423845.1@17,I,I-A,6425
GCA_000423845.1@2,I,I-B,12268
GCA_000423865.1@19,Unknown,,2230
GCA_000423885.1@11,I,I-F,12943
GCA_000423985.1@9,I,I-C,12200
GCA_000424065.1@13,I,I-F,4104
GCA_000424085.1@6,Unknown,,1917
GCA_000424085.1@8,I,I-C,10795
GCA_000424145.1@1,II,II-A,6477
GCA_000424165.1@6,I,I-E,8168
GCA_000424205.1@5,I,I-B,10709
GCA_000424345.1@1,II,II-A,9135
GCA_000424365.1@12,I,I-A,1958
GCA_000424365.1@5,I,I-E,11200
GCA_000424405.1@2,I,I-C,10560
GCA_000424445.1@2,I,I-C,11851
GCA_000424465.1@16,II,II-A,6800
GCA_000424525.1@5,Unknown,,3517
GCA_000424545.1@1,V,V-A,5059
GCA_000424545.1@7,II,II-A,6801
GCA_000424565.1@7,V,V-A,4750
GCA_000424685.1@4,I,I-E,9814
GCA_000425065.1@8,Unknown,,4849
GCA_000425125.1@16,I,I-C,9054
GCA_000425125.1@28,Unknown,,2510
GCA_000425125.1@36,Unknown,,4532
GCA_000425125.1@6,III,III-B,10813
GCA_000425205.1@8,I,I-B,9767
GCA_000425245.1@1,III,III-B,11348
GCA_000425245.1@5,I,I-F,9521
GCA_000425265.1@14,III,III-A,15241
GCA_000425285.1@6,I,I-E,9215
GCA_000425325.1@8,I,I-E,13946
GCA_000425365.1@4,II,II-A,5655
GCA_000425465.1@6,II,II-A,9670
GCA_000425525.1@14,I,I-C,8268
GCA_000425625.1@13,I,I-E,16659
GCA_000425625.1@7,I,I-C,8092
GCA_000425665.1@1,II,II-A,959
GCA_000425685.1@19,Unknown,,1051
GCA_000426225.1@7,I,I-C,12019
GCA_000426305.1@21,I,I-B,1384
GCA_000426305.1@5,Unknown,,1383
GCA_000426365.1@22,I,I-E,9886
GCA_000426365.1@4,Unknown,,7509
GCA_000426425.1@23,I,I-C,9218
GCA_000426445.1@4,I,I-E,17876
GCA_000426545.1@23,I,I-C,10384
GCA_000426545.1@37,Unknown,,2545
GCA_000426585.1@19,II,II-A,6646
GCA_000426685.1@4,I,I-C,11710
GCA_000426705.1@5,I,I-E,9633
GCA_000426745.1@12,I,I-F,8876
GCA_000426805.1@13,III,III-B,14819
GCA_000426805.1@17,I,I-F,19469
GCA_000426805.1@6,III,III-B,10913
GCA_000426825.1@3,I,I-B,11921
GCA_000426885.1@8,I,I-F,12932
GCA_000426905.1@29,III,III-B,12647
GCA_000426905.1@39,I,I-D,15656
GCA_000426925.1@21,III,III-B,13379
GCA_000426925.1@23,I,I-D,17042
GCA_000426925.1@8,V,V-F,2727
GCA_000427035.1@5,II,II-A,6836
GCA_000427075.1@15,II,II-A,6308
GCA_000427075.1@4,I,I-C,8409
GCA_000427275.1@7,I,I-C,12210
GCA_000427295.1@1,III,III-D,17404
GCA_000427365.1@5,II,II-A,5942
GCA_000427385.1@10,III,III-B,20522
GCA_000427385.1@36,I,I-E,15102
GCA_000427385.1@52,III,III-B,26403
GCA_000427385.1@60,III,III-B,3275
GCA_000427405.1@14,I,I-B,41108
GCA_000427405.1@29,Unknown,,2528
GCA_000427405.1@7,III,III-B,11411
GCA_000427425.1@28,Unknown,,5591
GCA_000427425.1@37,I,I-B,23190
GCA_000427425.1@6,Unknown,,4562
GCA_000427545.1@6,I,I-G,16589
GCA_000427565.1@12,I,I-B,9612
GCA_000427565.1@13,I,I-B,10567
GCA_000427565.1@15,I,I-B,7438
GCA_000427565.1@5,I,I-A,3838
GCA_000427565.1@7,III,III-A,15363
GCA_000427605.1@7,III,III-B,10975
GCA_000427625.1@14,I,I-E,10685
GCA_000427625.1@7,I,I-E,9156
GCA_000427665.1@18,Unknown,,6379
GCA_000427685.1@21,I,I-B,12449
GCA_000427805.1@4,I,I-F,10710
GCA_000427825.1@6,Unknown,,3195
GCA_000427905.1@13,I,I-E,12014
GCA_000428045.1@8,I,I-C,13047
GCA_000428065.1@14,I,I-C,8216
GCA_000428065.1@6,I,I-A,1167
GCA_000428125.1@4,I,I-B,9571
GCA_000428465.1@5,I,I-C,13057
GCA_000428485.1@1,II,II-A,7231
GCA_000428505.1@7,I,I-F,12466
GCA_000428565.1@14,I,I-B,7475
GCA_000428565.1@5,I,I-B,9526
GCA_000428605.1@11,IV,IV-A1,10470
GCA_000428605.1@27,I,I-F,11925
GCA_000428645.1@4,II,II-A,7659
GCA_000428685.1@12,III,III-D,13640
GCA_000428685.1@16,I,I-E,13067
GCA_000428685.1@4,Unknown,,6690
GCA_000428745.1@13,II,II-A,6085
GCA_000428745.1@5,I,I-A,4130
GCA_000428805.1@2,I,I-G,11497
GCA_000428925.1@6,II,II-A,6963
GCA_000428965.1@8,III,III-A,10055
GCA_000428985.1@3,I,I-E,11684
GCA_000429065.1@4,I,I-E,8669
GCA_000429105.1@6,I,I-E,9627
GCA_000429165.1@7,V,V-F,2726
GCA_000429185.2@100,Unknown,,5785
GCA_000429185.2@119,III,III-D,11454
GCA_000429185.2@17,Unknown,,4204
GCA_000429185.2@3,I,I-C,8636
GCA_000429185.2@66,I,I-B,10012
GCA_000429205.1@6,I,I-E,11925
GCA_000429225.1@44,I,I-E,9717
GCA_000429245.1@23,I,I-E,10629
GCA_000429245.1@3,I,I-A,10330
GCA_000429265.1@13,Unknown,,1791
GCA_000429265.1@21,I,I-E,10843
GCA_000429285.1@1,I,I-F,11553
GCA_000429325.1@3,I,I-E,10669
GCA_000429345.1@2,III,III-A,1894
GCA_000429365.1@14,I,I-E,8925
GCA_000429505.1@7,I,I-E,9041
GCA_000429525.1@3,I,I-B,11667
GCA_000429545.1@2,I,I-A,4941
GCA_000429565.1@4,I,I-F,9459
GCA_000429605.1@6,I,I-E,12948
GCA_000429625.1@19,I,I-C,8839
GCA_000429625.1@23,I,I-E,11542
GCA_000429625.1@33,II,II-A,5524
GCA_000429645.1@17,I,I-G,21030
GCA_000429645.1@2,III,III-D,11383
GCA_000429665.1@4,I,I-E,9848
GCA_000429745.1@12,I,I-G,21773
GCA_000429745.1@4,II,II-A,5511
GCA_000429785.1@2,Unknown,,2379
GCA_000429805.1@8,I,I-B,12151
GCA_000429825.1@7,I,I-C,9294
GCA_000429845.1@14,I,I-F,13242
GCA_000429885.1@8,I,I-E,9584
GCA_000429905.1@12,I,I-D,12794
GCA_000429905.1@26,I,I-E,12617
GCA_000429905.1@7,III,III-A,15740
GCA_000429925.1@15,V,V-B,5051
GCA_000429925.1@23,IV,IV-B,3124
GCA_000429925.1@6,I,I-E,8825
GCA_000429965.1@4,I,I-G,5839
GCA_000429985.1@17,I,I-F,7600
GCA_000429985.1@21,III,III-B,13044
GCA_000430045.1@44,I,I-C,23344
GCA_000430045.1@55,I,I-A,11604
GCA_000430045.1@65,I,I-A,2320
GCA_000430045.1@7,Unknown,,3803
GCA_000430485.1@18,I,I-A,10684
GCA_000430485.1@40,I,I-A,5386
GCA_000430485.1@46,I,I-B,22696
GCA_000430485.1@60,I,I-A,5614
GCA_000430545.1@18,Unknown,,7947
GCA_000430585.1@1,I,I-B,9550
GCA_000430625.1@9,I,I-A,2767
GCA_000430685.1@8,I,I-B,13295
GCA_000430725.1@15,I,I-E,14852
GCA_000430725.1@8,I,I-F,4899
GCA_000430905.1@4,I,I-C,9880
GCA_000430955.1@17,I,I-F,11593
GCA_000430955.1@8,I,I-C,9879
GCA_000430995.1@17,I,I-D,15706
GCA_000430995.1@4,I,I-A,1606
GCA_000438585.1@20,I,I-B,8538
GCA_000438585.1@7,Unknown,,4110
GCA_000438605.1@9,I,I-B,12238
GCA_000438685.2@27,I,I-B,8539
GCA_000438685.2@5,Unknown,,4111
GCA_000439065.1@5,VI,VI,4314
GCA_000439085.1@5,IV,IV-B,4253
GCA_000439105.1@5,I,I-B,10479
GCA_000439125.1@29,I,I-A,1548
GCA_000439255.1@8,I,I-E,13755
GCA_000439275.1@6,II,II-A,9569
GCA_000439735.1@4,I,I-C,8170
GCA_000441535.1@21,II,II-A,8934
GCA_000442105.1@7,I,I-B,19031
GCA_000442315.1@4,I,I-E,13829
GCA_000442515.1@1,I,I-C,5871
GCA_000442535.1@1,I,I-B,13730
GCA_000442795.1@30,III,III-A,14421
GCA_000442945.1@28,Unknown,,3993
GCA_000442945.1@39,III,III-A,14384
GCA_000442965.1@30,III,III-A,15345
GCA_000443005.1@30,III,III-A,15345
GCA_000443165.1@4,I,I-D,18055
GCA_000443305.1@26,III,III-A,15054
GCA_000443325.1@20,III,III-A,14547
GCA_000443345.1@29,III,III-A,10697
GCA_000443365.1@20,III,III-A,14421
GCA_000443405.1@30,III,III-A,15421
GCA_000443425.1@30,III,III-A,14341
GCA_000443445.1@20,III,III-A,14251
GCA_000443465.1@31,III,III-A,14430
GCA_000443485.1@39,III,III-A,14264
GCA_000443505.1@30,III,III-A,14393
GCA_000443525.1@20,III,III-A,15281
GCA_000443545.1@31,III,III-A,15645
GCA_000443575.1@30,III,III-A,14659
GCA_000443595.1@20,III,III-A,14926
GCA_000443615.1@30,III,III-A,15281
GCA_000443635.1@20,III,III-A,15353
GCA_000443655.1@20,III,III-A,12553
GCA_000443675.1@36,III,III-A,13919
GCA_000443695.1@19,III,III-A,10697
GCA_000443715.1@30,III,III-A,15136
GCA_000443755.1@30,III,III-A,13946
GCA_000443775.1@2,I,I-B,14390
GCA_000443795.1@28,Unknown,,3993
GCA_000443795.1@38,III,III-A,13412
GCA_000443815.1@31,III,III-A,14153
GCA_000443835.1@31,III,III-A,14921
GCA_000443855.1@29,III,III-A,14093
GCA_000443875.1@7,III,III-A,15425
GCA_000443895.1@20,III,III-A,15083
GCA_000443915.1@30,III,III-A,14456
GCA_000443935.1@7,III,III-A,15088
GCA_000444055.1@17,V,V-F,1579
GCA_000444055.1@29,V,V-B1,6282
GCA_000444875.1@7,Unknown,,2212
GCA_000444995.1@7,I,I-A,610
GCA_000445105.1@4,I,I-C,8343
GCA_000445145.1@28,II,II-A,6082
GCA_000445245.1@20,III,III-A,14430
GCA_000445265.1@20,III,III-A,14214
GCA_000445285.1@20,III,III-A,14845
GCA_000445305.1@33,III,III-A,13971
GCA_000445325.1@30,III,III-A,14555
GCA_000445345.1@20,III,III-A,14930
GCA_000445365.1@20,III,III-A,15497
GCA_000445445.1@11,I,I-B,8984
GCA_000445445.1@4,I,I-B,12061
GCA_000445475.1@7,I,I-F,10642
GCA_000445515.1@30,III,III-A,14430
GCA_000445535.1@30,III,III-A,14421
GCA_000445555.1@30,III,III-A,13527
GCA_000445575.1@30,III,III-A,14421
GCA_000445595.1@30,III,III-A,14384
GCA_000445615.1@20,III,III-A,14421
GCA_000445635.1@20,III,III-A,15066
GCA_000445655.1@31,III,III-A,14421
GCA_000445675.1@36,III,III-A,14430
GCA_000445695.1@30,III,III-A,14421
GCA_000445715.1@30,III,III-A,14421
GCA_000445735.1@30,III,III-A,14763
GCA_000445755.1@36,III,III-A,14406
GCA_000445775.1@8,III,III-A,13572
GCA_000445795.1@20,III,III-A,14648
GCA_000445815.1@30,III,III-A,14393
GCA_000445835.1@30,III,III-A,14121
GCA_000445855.1@36,III,III-A,14430
GCA_000445875.1@30,III,III-A,10706
GCA_000445895.1@20,III,III-A,15375
GCA_000445915.1@30,III,III-A,15645
GCA_000445935.1@30,III,III-A,14430
GCA_000445955.1@20,III,III-A,14628
GCA_000445975.1@30,III,III-A,14770
GCA_000445995.2@5,II,II-A,5002
GCA_000446015.1@27,III,III-B,16142
GCA_000446015.1@71,Unknown,,2892
GCA_000446015.1@8,I,I-A,1790
GCA_000446015.1@84,I,I-A,12744
GCA_000447295.1@14,V,V-F,3473
GCA_000447295.1@33,I,I-D,5936
GCA_000447295.1@41,III,III-B,1852
GCA_000447295.1@44,I,I-A,5631
GCA_000447295.1@50,III,III-B,16434
GCA_000447295.1@55,I,I-B,13771
GCA_000447395.1@5,I,I-A,1286
GCA_000447415.1@1,I,I-F,5694
GCA_000447415.1@14,I,I-F,5041
GCA_000447675.1@6,II,II-A,13095
GCA_000447865.2@4,I,I-B,15963
GCA_000448385.1@1,III,III-A,7964
GCA_000448385.1@2,I,I-A,4979
GCA_000454545.1@4,I,I-C,9868
GCA_000455225.1@31,I,I-C,9789
GCA_000455265.1@28,I,I-C,11197
GCA_000455285.1@19,I,I-B,14024
GCA_000455345.1@33,I,I-D,15304
GCA_000455365.1@19,Unknown,,2083
GCA_000455365.1@7,Unknown,,935
GCA_000455525.1@6,Unknown,,2986
GCA_000455865.1@1,Unknown,,6657
GCA_000455865.1@11,III,III-A,10865
GCA_000455865.1@19,I,I-B,11291
GCA_000455885.1@5,I,I-B,11966
GCA_000455925.1@10,I,I-B,11492
GCA_000455925.1@5,III,III-A,9899
GCA_000455945.1@5,I,I-B,9354
GCA_000455965.1@8,II,II-A,6542
GCA_000455985.1@3,I,I-B,9024
GCA_000463345.3@13,I,I-F,11882
GCA_000463345.3@27,III,III-A,11212
GCA_000463345.3@4,I,I-E,11950
GCA_000463355.1@4,II,II-A,7174
GCA_000463465.1@14,II,II-A,7836
GCA_000463465.1@6,I,I-A,2987
GCA_000463565.1@5,I,I-B,12252
GCA_000463645.1@1,I,I-G,7167
GCA_000464435.1@7,I,I-F_T,5076
GCA_000464455.1@11,I,I-C,8524
GCA_000464455.1@3,II,II-A,6278
GCA_000464495.1@4,I,I-E,9011
GCA_000464615.2@14,I,I-C,8221
GCA_000464615.2@23,III,III-A,11423
GCA_000464615.2@7,I,I-F,8831
GCA_000464665.1@14,I,I-C,6082
GCA_000464665.1@3,III,III-B,12172
GCA_000464665.1@48,I,I-D,13937
GCA_000464725.1@1,I,I-D,5418
GCA_000464725.1@9,III,III-B,11248
GCA_000464745.1@4,I,I-D,12802
GCA_000464745.1@40,Unknown,,7578
GCA_000464745.1@48,III,III-B,11424
GCA_000464765.1@17,I,I-D,12008
GCA_000464765.1@56,I,I-A,3497
GCA_000464765.1@57,III,III-B,11240
GCA_000464785.1@2,III,III-B,12366
GCA_000464785.1@27,I,I-D,12529
GCA_000464785.1@61,I,I-C,4574
GCA_000464805.1@29,III,III-B,15224
GCA_000464805.1@9,I,I-D,12801
GCA_000464825.1@19,I,I-D,13165
GCA_000464845.1@50,I,I-D,12008
GCA_000464845.1@60,I,I-A,11101
GCA_000464845.1@61,III,III-B,11144
GCA_000465015.1@1,Unknown,,6828
GCA_000465055.1@6,Unknown,,3527
GCA_000466075.2@7,II,II-A,4710
GCA_000466185.1@8,I,I-E,17684
GCA_000466205.2@11,I,I-E,11532
GCA_000466205.2@2,I,I-G,7592
GCA_000466245.1@13,I,I-E,19191
GCA_000466245.1@17,III,III-D,1962
GCA_000466245.1@18,III,III-D,14164
GCA_000466245.1@6,I,I-G,7411
GCA_000466265.1@9,I,I-E,16260
GCA_000466335.1@16,I,I-A,4508
GCA_000466335.1@7,I,I-A,2177
GCA_000466335.1@8,III,III-A,10928
GCA_000466365.1@5,II,II-A,5773
GCA_000466385.1@4,V,V-F,3824
GCA_000466385.1@5,I,I-B,9545
GCA_000466405.1@6,I,I-C,6276
GCA_000466485.1@10,I,I-C,13286
GCA_000466485.1@16,Unknown,,3164
GCA_000466565.1@1,I,I-A,3331
GCA_000466585.1@1,I,I-B,10965
GCA_000466785.3@18,I,I-C,13267
GCA_000466785.3@5,II,II-A,9667
GCA_000466885.3@7,II,II-A,9891
GCA_000466925.3@7,II,II-A,4653
GCA_000467205.1@6,I,I-E,4782
GCA_000467245.1@4,Unknown,,2691
GCA_000467775.2@11,I,I-E,9399
GCA_000467795.1@13,VI,VI,4822
GCA_000467795.1@2,I,I-B,9670
GCA_000467795.1@7,VI,VI,4653
GCA_000467815.1@14,VI,VI,5043
GCA_000467815.1@19,I,I-B,16662
GCA_000467815.1@3,III,III-B,12172
GCA_000467835.1@11,VI,VI,4681
GCA_000467835.1@3,VI,VI,4362
GCA_000467835.1@5,I,I-B,8741
GCA_000467855.2@14,II,II-A,6242
GCA_000467855.2@4,I,I-C,11160
GCA_000467875.1@1,II,II-A,5920
GCA_000467895.1@1,I,I-A,3507
GCA_000467935.1@12,I,I-E,9897
GCA_000467955.1@11,VI,VI,5193
GCA_000467955.1@17,I,I-B,12610
GCA_000467955.1@5,VI,VI,4736
GCA_000467975.1@12,I,I-C,10341
GCA_000467975.1@19,II,II-A,7368
GCA_000467975.1@6,VI,VI,4913
GCA_000467995.1@1,I,I-B,9142
GCA_000467995.1@17,VI,VI,5392
GCA_000467995.1@7,VI,VI,4845
GCA_000468015.1@4,I,I-E,13861
GCA_000468035.1@13,I,I-C,9962
GCA_000468035.1@3,III,III-A,10187
GCA_000468115.1@17,I,I-C,13829
GCA_000468115.1@8,II,II-A,6278
GCA_000468135.1@15,VI,VI,4492
GCA_000468135.1@5,II,II-A,6456
GCA_000468495.1@16,I,I-G,11899
GCA_000468635.1@12,II,II-A,6682
GCA_000468755.1@7,II,II-A,8145
GCA_000468835.1@6,V,V-A,7178
GCA_000468835.1@9,I,I-C,11145
GCA_000468855.1@4,II,II-A,7102
GCA_000468895.1@13,I,I-E,10882
GCA_000468895.1@4,I,I-C,12662
GCA_000469155.1@7,II,II-A,4162
GCA_000469325.1@1,I,I-C,14227
GCA_000469325.1@12,I,I-C,6942
GCA_000469325.1@17,II,II-A,14097
GCA_000469345.1@17,II,II-A,15161
GCA_000469405.1@6,I,I-A,2100
GCA_000469465.1@5,II,II-A,6635
GCA_000469505.1@4,II,II-A,8177
GCA_000469565.1@15,I,I-C,13550
GCA_000469565.1@4,III,III-A,13246
GCA_000469585.1@4,I,I-E,12053
GCA_000469825.1@6,II,II-A,4791
GCA_000469845.1@6,II,II-A,4789
GCA_000469865.1@6,II,II-A,4790
GCA_000469885.1@7,II,II-A,4790
GCA_000469905.1@7,II,II-A,4790
GCA_000469965.1@6,II,II-A,4716
GCA_000470005.1@7,II,II-A,4790
GCA_000470035.1@7,II,II-A,4788
GCA_000470095.1@7,II,II-A,4790
GCA_000470115.1@6,II,II-A,4788
GCA_000470155.1@6,II,II-A,4790
GCA_000470175.1@7,II,II-A,4790
GCA_000470195.1@7,II,II-A,4791
GCA_000470255.1@6,II,II-A,4790
GCA_000470275.1@6,II,II-A,4790
GCA_000470295.1@6,II,II-A,4791
GCA_000470315.2@26,Unknown,,1463
GCA_000470335.1@6,II,II-A,4793
GCA_000470375.1@6,II,II-A,4790
GCA_000470395.1@7,II,II-A,4788
GCA_000470415.1@6,II,II-A,4790
GCA_000470455.1@6,II,II-A,4790
GCA_000470475.1@6,II,II-A,4790
GCA_000470515.1@7,II,II-A,4859
GCA_000470595.1@7,II,II-A,4790
GCA_000470615.1@6,II,II-A,4788
GCA_000470635.1@6,II,II-A,4789
GCA_000470655.1@3,I,I-B,17108
GCA_000470675.1@6,II,II-A,4788
GCA_000470975.2@4,V,V-B1,11254
GCA_000471745.1@1,III,III-A,6183
GCA_000471745.1@23,I,I-B,16581
GCA_000471825.1@10,I,I-B,16619
GCA_000471825.1@21,I,I-C,19583
GCA_000471825.1@28,Unknown,,2212
GCA_000472485.1@4,I,I-C,12722
GCA_000472625.1@10,I,I-B,14279
GCA_000472625.1@22,I,I-B,7935
GCA_000472625.1@4,I,I-A,4081
GCA_000472625.1@5,III,III-A,1505
GCA_000472645.1@6,Unknown,,6844
GCA_000472805.1@1,I,I-A,5328
GCA_000473305.1@17,II,II-A,8055
GCA_000473325.1@8,I,I-F,8391
GCA_000473865.1@15,I,I-B,18843
GCA_000473865.1@16,I,I-B,12551
GCA_000473865.1@2,III,III-A,9467
GCA_000473955.1@7,II,II-A,6086
GCA_000473995.1@14,I,I-B,19456
GCA_000473995.1@4,I,I-B,10050
GCA_000474195.1@4,III,III-B,17123
GCA_000474195.1@5,I,I-B,9167
GCA_000474675.1@5,II,II-A,6716
GCA_000474745.1@1,Unknown,,4139
GCA_000474745.1@6,I,I-C,9151
GCA_000474745.1@9,III,III-B,13249
GCA_000474945.1@1,I,I-C,9528
GCA_000475255.1@1,I,I-C,10845
GCA_000475355.1@1,I,I-C,12385
GCA_000477275.1@7,II,II-A,4791
GCA_000477295.1@6,II,II-A,4792
GCA_000477315.1@6,II,II-A,4789
GCA_000477375.1@6,II,II-A,4792
GCA_000477435.1@1,III,III-B,24018
GCA_000477435.1@7,I,I-F,5464
GCA_000477535.1@9,I,I-B,8513
GCA_000477675.1@4,I,I-E,9215
GCA_000477695.1@4,I,I-G,9102
GCA_000477735.1@7,I,I-G,8877
GCA_000477795.1@4,I,I-E,9154
GCA_000477875.1@8,II,II-A,5257
GCA_000477915.1@8,II,II-A,5257
GCA_000477955.1@7,I,I-E,11124
GCA_000477975.1@8,II,II-A,5348
GCA_000478015.1@7,I,I-E,10935
GCA_000478075.1@3,I,I-E,11034
GCA_000478175.1@3,I,I-E,10765
GCA_000478195.2@12,Unknown,,4619
GCA_000478195.2@35,I,I-A,5602
GCA_000478195.2@5,I,I-A,23396
GCA_000478195.2@63,III,III-B,12040
GCA_000478195.2@68,I,I-D,15610
GCA_000478585.1@6,I,I-C,10965
GCA_000478645.1@6,II,II-A,4678
GCA_000478765.1@1,I,I-F,5751
GCA_000478765.1@7,I,I-F,4920
GCA_000478785.1@13,I,I-A,10678
GCA_000478785.1@31,I,I-C,10163
GCA_000478805.1@1,I,I-G,13626
GCA_000478825.2@14,III,III-B,16679
GCA_000478825.2@20,I,I-B,11678
GCA_000478825.2@5,III,III-B,13341
GCA_000478945.1@7,I,I-E,16011
GCA_000478985.1@8,I,I-B,10563
GCA_000479005.1@2,II,II-A,6848
GCA_000479025.1@5,II,II-A,7772
GCA_000479185.1@5,I,I-B,10019
GCA_000479285.1@16,Unknown,,8648
GCA_000479285.1@4,III,III-A,10622
GCA_000479335.1@17,II,II-A,9905
GCA_000479335.1@8,Unknown,,1533
GCA_000482245.1@3,III,III-D,16327
GCA_000482245.1@44,III,III-B,9457
GCA_000482365.1@17,Unknown,,5508
GCA_000482365.1@6,Unknown,,1559
GCA_000482385.1@14,I,I-C,7977
GCA_000482385.1@3,I,I-B,10656
GCA_000482465.1@15,Unknown,,4810
GCA_000482465.1@34,I,I-B,11212
GCA_000482505.1@15,I,I-B,9565
GCA_000482605.1@20,I,I-C,6469
GCA_000482605.1@6,Unknown,,3844
GCA_000482705.1@7,I,I-E,11256
GCA_000482765.1@17,I,I-E,13005
GCA_000482785.1@15,I,I-E,14803
GCA_000482785.1@4,I,I-G,7716
GCA_000482805.1@2,I,I-C,17242
GCA_000482805.1@9,I,I-E,3485
GCA_000482825.1@18,IV,IV-A1,8235
GCA_000482825.1@31,I,I-A,23578
GCA_000482825.1@7,III,III-A,16117
GCA_000482865.1@16,Unknown,,3686
GCA_000482865.1@27,Unknown,,1925
GCA_000482865.1@28,Unknown,,4257
GCA_000483225.1@1,I,I-B,6290
GCA_000484505.2@21,I,I-B,13398
GCA_000484535.1@13,III,III-D,18777
GCA_000484535.1@23,I,I-A,8116
GCA_000484535.1@34,III,III-B,15168
GCA_000484535.1@4,I,I-D,15375
GCA_000485815.1@1,I,I-D,12105
GCA_000485815.1@3,I,I-A,2543
GCA_000485815.1@9,III,III-D,15122
GCA_000485885.1@19,Unknown,,2646
GCA_000485965.1@3,I,I-E,10433
GCA_000485985.1@2,I,I-E,11468
GCA_000487995.2@5,II,II-A,5191
GCA_000488875.1@4,I,I-E,9308
GCA_000492895.1@6,I,I-F,14272
GCA_000493035.1@10,I,I-F,12154
GCA_000493055.1@6,I,I-F,12155
GCA_000493245.1@35,I,I-B,11664
GCA_000493455.1@1,Unknown,,1897
GCA_000493475.1@4,I,I-F,9784
GCA_000493555.1@7,Unknown,,1869
GCA_000493655.1@27,I,I-B,15822
GCA_000493655.1@34,I,I-B,15677
GCA_000493655.1@35,III,III-D,11411
GCA_000493795.1@2,I,I-B,17285
GCA_000493815.1@15,III,III-A,11773
GCA_000493905.1@6,I,I-A,3126
GCA_000493925.1@11,II,II-A,4827
GCA_000494005.1@2,III,III-D,11850
GCA_000494025.1@1,III,III-D,8293
GCA_000494065.1@1,I,I-B,8997
GCA_000494145.1@10,I,I-A,10849
GCA_000494185.1@5,I,I-A,10884
GCA_000494205.1@1,III,III-B,18754
GCA_000494225.1@2,Unknown,,2014
GCA_000494265.1@3,I,I-B,9095
GCA_000494645.1@1,III,III-A,2877
GCA_000494645.1@2,Unknown,,1728
GCA_000494685.1@1,III,III-A,8267
GCA_000494685.1@2,Unknown,,1755
GCA_000494685.1@3,III,III-D,9910
GCA_000494685.1@5,III,III-A,7242
GCA_000494705.1@6,Unknown,,1341
GCA_000495435.3@1,I,I-C,12948
GCA_000495475.1@10,Unknown,,8290
GCA_000495475.1@21,I,I-B,10517
GCA_000495505.1@9,I,I-B,9903
GCA_000495575.1@1,I,I-F,11752
GCA_000495635.2@19,I,I-E,12593
GCA_000495635.2@29,I,I-E,14206
GCA_000495635.2@33,Unknown,,3773
GCA_000495835.1@6,I,I-E,13176
GCA_000496075.1@8,I,I-A,1409
GCA_000496265.1@5,II,II-A,6767
GCA_000496305.2@7,I,I-C,10460
GCA_000496455.2@6,I,I-E,10512
GCA_000496575.1@5,I,I-A,1348
GCA_000496855.1@5,I,I-C,10292
GCA_000496935.2@6,I,I-C,10183
GCA_000497205.1@1,I,I-E,10706
GCA_000497205.1@10,V,V-F,2175
GCA_000497425.1@13,I,I-E,16362
GCA_000497425.1@9,V,V-F,1851
GCA_000497695.1@14,I,I-B,23559
GCA_000497855.1@8,I,I-E,10443
GCA_000497875.1@14,I,I-F_T,5180
GCA_000497895.1@3,I,I-F_T,5180
GCA_000497915.1@11,I,I-F,9829
GCA_000498075.1@13,Unknown,,2590
GCA_000498295.1@5,I,I-B,7879
GCA_000498915.1@17,I,I-G,9068
GCA_000498915.1@26,IV,IV-A1,5762
GCA_000498915.1@7,I,I-E,9415
GCA_000498995.1@20,II,II-A,8179
GCA_000499525.1@7,I,I-B,11421
GCA_000499765.1@12,Unknown,,4535
GCA_000499765.1@7,I,I-B,14124
GCA_000499805.2@18,I,I-G,9416
GCA_000499805.2@27,IV,IV-A1,7024
GCA_000499805.2@9,I,I-E,10392
GCA_000500935.1@4,II,II-A,9716
GCA_000503735.2@1,I,I-E,10699
GCA_000503775.1@2,I,I-C,13718
GCA_000503895.1@9,I,I-C,10618
GCA_000503975.1@15,II,II-A,7424
GCA_000503975.1@21,VI,VI,4428
GCA_000503975.1@6,VI,VI,4845
GCA_000504085.1@16,Unknown,,3748
GCA_000504105.1@15,I,I-B,13661
GCA_000504105.1@19,I,I-B,16009
GCA_000504105.1@5,III,III-A,25766
GCA_000504205.1@5,Unknown,,1710
GCA_000504205.1@8,I,I-B,11314
GCA_000504305.1@17,II,II-A,6455
GCA_000504305.1@25,I,I-C,16187
GCA_000504305.1@6,I,I-E,11490
GCA_000504525.1@2,I,I-E,6081
GCA_000504525.1@5,V,V-F,6541
GCA_000504545.1@7,I,I-E,9631
GCA_000504565.2@14,I,I-B,10593
GCA_000504565.2@7,Unknown,,1940
GCA_000505545.1@31,Unknown,,5265
GCA_000505545.1@42,II,II-A,7406
GCA_000505545.1@8,Unknown,,2017
GCA_000505665.1@4,I,I-B,10328
GCA_000505785.1@32,III,III-A,13623
GCA_000505785.1@37,I,I-C,12922
GCA_000505785.1@9,Unknown,,6923
GCA_000506425.2@20,III,III-D,14929
GCA_000506425.2@31,I,I-C,13723
GCA_000506565.2@32,III,III-A,13623
GCA_000506565.2@37,I,I-C,12922
GCA_000506565.2@9,Unknown,,6881
